Timestamp,CPU_Usage_percent,CPU_Avg_percent,RAM_Usage_percent,RAM_Avg_percent,RAM_Used_MB,Disk_Read_MBps,Disk_Write_MBps,Disk_Read_Avg_MBps,Disk_Write_Avg_MBps,Net_Sent_KBps,Net_Recv_KBps,Net_Sent_Avg_KBps,Net_Recv_Avg_KBps
2026-01-11 13:13:42,3.5,3.5,61.2,61.2,9633.07,0.22,0.1,0.22,0.1,0.1,12.57,0.1,12.57
2026-01-11 13:13:47,3.9,3.7,61.2,61.2,9639.73,0.0,0.13,0.11,0.11,1.95,3.06,1.02,7.82
2026-01-11 13:13:52,2.7,3.37,61.1,61.17,9625.61,0.0,0.04,0.07,0.09,0.09,4.49,0.71,6.71
2026-01-11 13:13:57,1.2,2.83,61.3,61.2,9648.92,0.0,0.08,0.05,0.09,0.26,6.02,0.6,6.54
2026-01-11 13:14:02,2.2,2.7,61.4,61.24,9664.61,0.0,0.99,0.04,0.27,0.14,6.06,0.51,6.44
2026-01-11 13:14:07,2.3,2.63,61.4,61.27,9658.4,0.01,0.12,0.04,0.24,1.1,5.26,0.61,6.24
2026-01-11 13:14:12,1.4,2.46,61.4,61.29,9660.57,0.0,0.01,0.03,0.21,0.93,16.05,0.65,7.64
2026-01-11 13:14:17,3.4,2.57,61.4,61.3,9662.3,0.0,0.11,0.03,0.2,0.02,4.0,0.57,7.19
2026-01-11 13:14:22,5.4,2.89,60.9,61.26,9581.92,0.0,0.26,0.03,0.2,0.32,4.27,0.55,6.87
2026-01-11 13:14:27,4.6,3.06,61.3,61.26,9644.94,22.53,0.28,2.28,0.21,0.97,5.73,0.59,6.75
2026-01-11 13:14:32,8.5,3.55,64.5,61.55,10157.21,99.76,0.28,11.14,0.22,2.71,3.9,0.78,6.49
2026-01-11 13:14:37,9.5,4.05,62.4,61.62,9820.7,9.43,0.45,11.0,0.24,3.99,8.3,1.05,6.64
2026-01-11 13:14:42,20.3,5.3,65.8,61.95,10356.66,4.43,2.21,10.49,0.39,7.88,69.28,1.57,11.46
2026-01-11 13:14:47,15.6,6.04,67.9,62.37,10681.57,0.18,2.34,9.75,0.53,12.12,200.5,2.33,24.96
2026-01-11 13:14:52,4.1,5.91,67.6,62.72,10645.21,0.02,1.78,9.11,0.61,0.15,1.52,2.18,23.4
2026-01-11 13:14:57,3.8,5.77,66.8,62.97,10509.95,0.05,1.24,8.54,0.65,0.39,6.72,2.07,22.36
2026-01-11 13:15:02,3.3,5.63,66.8,63.2,10510.24,0.01,1.17,8.04,0.68,0.38,27.65,1.97,22.67
2026-01-11 13:15:07,11.3,5.94,70.5,63.61,11099.52,10.44,5.11,8.17,0.93,0.04,1.38,1.86,21.49
2026-01-11 13:15:12,29.0,7.16,72.2,64.06,11368.62,17.17,6.62,8.65,1.23,0.0,1.3,1.76,20.42
2026-01-11 13:15:17,6.8,7.14,72.8,64.49,11458.42,3.67,1.6,8.4,1.25,0.34,2.17,1.69,19.51
2026-01-11 13:15:22,5.2,7.05,75.0,65.0,11800.05,0.23,0.17,8.01,1.2,0.02,1.56,1.61,18.66
2026-01-11 13:15:27,3.5,6.89,74.3,65.42,11689.82,0.69,0.46,7.68,1.16,0.06,1.34,1.54,17.87
2026-01-11 13:15:32,4.7,6.79,73.4,65.77,11557.39,3.59,0.23,7.5,1.12,3.38,4.98,1.62,17.31
2026-01-11 13:15:37,21.8,7.42,75.6,66.17,11897.79,53.81,4.01,9.43,1.24,2.9,27.0,1.68,17.71
2026-01-11 13:15:42,18.9,7.88,74.3,66.5,11696.27,26.52,1.34,10.11,1.25,5.54,34.35,1.83,18.38
2026-01-11 13:15:47,5.4,7.78,74.2,66.8,11679.15,0.43,0.58,9.74,1.22,0.55,13.75,1.78,18.2
2026-01-11 13:15:52,3.9,7.64,74.1,67.07,11659.43,0.19,0.28,9.38,1.18,0.55,11.05,1.74,17.94
2026-01-11 13:15:57,2.6,7.46,73.8,67.31,11617.49,0.13,0.18,9.05,1.15,1.0,9.49,1.71,17.63
2026-01-11 13:16:02,4.1,7.34,73.2,67.51,11523.29,0.03,0.13,8.74,1.11,0.16,2.91,1.66,17.13
2026-01-11 13:16:07,4.8,7.26,73.7,67.72,11603.61,0.51,0.18,8.47,1.08,1.12,3.69,1.64,16.68
2026-01-11 13:16:12,4.4,7.16,74.2,67.93,11673.3,0.27,0.98,8.2,1.08,0.02,4.84,1.59,16.3
2026-01-11 13:16:17,7.9,7.19,74.0,68.12,11646.17,1.13,0.46,7.98,1.06,12.02,5.41,1.91,15.96
2026-01-11 13:16:23,2.6,7.05,73.7,68.28,11602.78,0.0,0.06,7.74,1.03,1.92,3.9,1.91,15.59
2026-01-11 13:16:28,13.9,7.25,75.8,68.51,11931.52,0.1,0.18,7.52,1.0,0.43,2.32,1.87,15.2
2026-01-11 13:16:33,4.0,7.16,74.2,68.67,11675.12,0.0,0.18,7.3,0.98,0.39,25.98,1.83,15.51
2026-01-11 13:16:38,4.1,7.07,73.9,68.81,11636.94,0.0,0.85,7.1,0.98,0.06,1.59,1.78,15.12
2026-01-11 13:16:43,3.4,6.97,73.9,68.95,11634.09,0.01,0.06,6.91,0.95,0.08,3.39,1.73,14.8
2026-01-11 13:16:48,13.3,7.14,73.9,69.08,11635.97,0.02,0.16,6.73,0.93,0.1,2.41,1.69,14.48
2026-01-11 13:16:53,6.8,7.13,73.4,69.19,11546.89,0.02,1.47,6.55,0.95,0.19,2.92,1.65,14.18
2026-01-11 13:16:58,3.7,7.04,73.2,69.29,11521.91,0.0,1.06,6.39,0.95,0.05,1.33,1.61,13.86
2026-01-11 13:17:03,3.3,6.95,73.2,69.39,11520.34,0.02,0.04,6.23,0.93,0.05,2.69,1.57,13.59
2026-01-11 13:17:08,8.6,6.99,73.9,69.5,11638.66,0.26,0.17,6.09,0.91,0.49,1.42,1.55,13.3
2026-01-11 13:17:13,4.3,6.93,74.1,69.6,11658.38,0.86,0.3,5.97,0.89,0.03,0.86,1.51,13.01
2026-01-11 13:17:18,3.6,6.85,74.0,69.7,11645.4,0.08,1.07,5.84,0.9,0.33,2.16,1.48,12.76
2026-01-11 13:17:23,6.3,6.84,75.2,69.82,11837.93,0.22,0.13,5.71,0.88,0.3,4.55,1.46,12.58
2026-01-11 13:17:28,6.4,6.83,74.1,69.92,11671.04,0.01,0.07,5.59,0.86,1.02,4.93,1.45,12.41
2026-01-11 13:17:33,13.3,6.97,74.0,70.0,11652.59,0.51,0.12,5.48,0.85,0.04,1.31,1.42,12.18
2026-01-11 13:17:38,9.9,7.03,74.5,70.1,11720.08,0.38,0.13,5.37,0.83,0.74,2.93,1.4,11.99
2026-01-11 13:17:43,5.8,7.01,74.3,70.18,11701.79,0.05,0.07,5.27,0.82,0.06,4.57,1.38,11.83
2026-01-11 13:17:48,4.8,6.96,75.5,70.29,11882.69,0.0,0.02,5.16,0.8,0.04,4.07,1.35,11.68
2026-01-11 13:17:53,6.6,6.95,76.9,70.42,12111.47,0.23,0.2,5.06,0.79,0.07,4.61,1.33,11.54
2026-01-11 13:17:58,14.4,7.1,77.6,70.56,12218.81,6.8,4.95,5.1,0.87,2.06,29.39,1.34,11.88
2026-01-11 13:18:03,9.2,7.14,74.8,70.64,11770.57,1.91,1.18,5.04,0.88,0.06,2.01,1.32,11.7
2026-01-11 13:18:08,1.7,7.04,74.8,70.71,11769.85,0.06,0.24,4.94,0.86,0.04,2.11,1.29,11.52
2026-01-11 13:18:13,3.7,6.98,74.7,70.79,11755.39,0.02,0.14,4.85,0.85,0.35,1.68,1.27,11.34
2026-01-11 13:18:18,2.8,6.9,74.6,70.86,11749.25,0.02,0.55,4.77,0.85,4.46,10.22,1.33,11.32
2026-01-11 13:18:23,2.6,6.83,74.7,70.92,11764.83,0.03,0.05,4.69,0.83,0.0,1.43,1.31,11.15
2026-01-11 13:18:28,5.8,6.81,75.6,71.0,11908.84,0.23,0.09,4.61,0.82,8.78,8.96,1.44,11.11
2026-01-11 13:18:33,6.6,6.81,75.7,71.08,11914.07,0.03,0.15,4.53,0.81,21.31,16.64,1.77,11.2
2026-01-11 13:18:38,2.1,6.73,75.6,71.16,11900.82,0.01,0.09,4.46,0.8,4.86,12.39,1.83,11.22
2026-01-11 13:18:43,3.1,6.67,75.5,71.23,11891.76,0.01,0.02,4.38,0.78,1.68,3.47,1.82,11.1
2026-01-11 13:18:48,2.5,6.6,75.5,71.3,11880.62,0.25,0.86,4.32,0.78,2.0,2.53,1.83,10.96
