Timestamp,CPU_Usage_percent,CPU_Avg_percent,RAM_Usage_percent,RAM_Avg_percent,RAM_Used_MB,Disk_Read_MBps,Disk_Write_MBps,Disk_Read_Avg_MBps,Disk_Write_Avg_MBps,Net_Sent_KBps,Net_Recv_KBps,Net_Sent_Avg_KBps,Net_Recv_Avg_KBps
2026-01-12 11:46:34,1.9,1.9,67.6,67.6,10642.01,0.05,0.1,0.05,0.1,0.55,2.72,0.55,2.72
2026-01-12 11:46:39,1.7,1.8,67.7,67.65,10658.13,1.05,0.08,0.55,0.09,1.47,6.58,1.01,4.65
2026-01-12 11:46:44,1.0,1.53,67.8,67.7,10667.22,0.02,0.03,0.37,0.07,1.06,3.43,1.03,4.24
2026-01-12 11:46:49,2.0,1.65,68.0,67.78,10698.2,0.0,0.06,0.28,0.07,2.13,4.99,1.3,4.43
2026-01-12 11:46:54,8.5,3.02,69.6,68.14,10964.3,20.88,1.63,4.4,0.38,0.71,18.89,1.18,7.32
2026-01-12 11:46:59,8.2,3.88,71.2,68.65,11205.16,1.13,0.2,3.85,0.35,0.04,3.55,0.99,6.69
2026-01-12 11:47:04,33.3,8.09,72.0,69.13,11340.13,8.03,0.35,4.45,0.35,0.61,5.99,0.94,6.59
2026-01-12 11:47:09,42.6,12.4,72.2,69.51,11360.63,0.01,0.24,3.9,0.33,0.01,4.01,0.82,6.27
2026-01-12 11:47:14,41.4,15.62,72.1,69.8,11351.64,0.01,0.01,3.46,0.3,0.06,4.0,0.74,6.02
2026-01-12 11:47:19,41.7,18.23,72.1,70.03,11355.13,0.05,0.12,3.12,0.28,2.47,30.59,0.91,8.47
2026-01-12 11:47:24,42.4,20.43,72.3,70.24,11374.3,0.02,0.21,2.84,0.27,1.59,4.75,0.97,8.14
2026-01-12 11:47:29,46.8,22.62,72.5,70.42,11420.05,0.12,0.12,2.61,0.26,0.36,2.91,0.92,7.7
2026-01-12 11:47:35,58.2,25.36,75.4,70.81,11872.8,3.92,1.92,2.71,0.39,64.15,286.76,5.79,29.17
2026-01-12 11:47:40,60.9,27.9,77.5,71.29,12202.73,8.85,3.08,3.15,0.58,84.01,77.2,11.37,32.6
2026-01-12 11:47:45,42.5,28.87,76.1,71.61,11980.68,0.06,0.43,2.95,0.57,7.17,8.94,11.09,31.02
2026-01-12 11:47:50,46.4,29.97,75.3,71.84,11854.2,0.46,1.64,2.79,0.64,30.33,24.74,12.29,30.63
2026-01-12 11:47:55,44.0,30.79,75.3,72.04,11855.47,0.27,0.55,2.64,0.63,15.08,12.45,12.46,29.56
2026-01-12 11:48:00,45.7,31.62,75.8,72.25,11924.77,0.2,0.87,2.51,0.65,16.24,13.01,12.67,28.64
2026-01-12 11:48:05,48.9,32.53,74.7,72.38,11757.52,0.7,1.72,2.41,0.7,17.54,15.69,12.93,27.96
2026-01-12 11:48:10,41.6,32.98,74.1,72.46,11657.8,0.0,0.39,2.29,0.69,6.15,5.8,12.59,26.85
2026-01-12 11:48:15,41.8,33.4,73.7,72.52,11600.82,0.02,0.31,2.18,0.67,3.58,9.11,12.16,26.01
2026-01-12 11:48:20,44.1,33.89,74.0,72.59,11642.51,0.03,0.13,2.08,0.64,1.73,6.04,11.68,25.1
2026-01-12 11:48:25,45.5,34.4,74.6,72.68,11740.3,0.15,0.11,2.0,0.62,5.89,6.26,11.43,24.28
2026-01-12 11:48:30,45.4,34.85,74.8,72.77,11778.32,0.23,0.36,1.93,0.61,8.51,9.57,11.31,23.67
2026-01-12 11:48:35,44.8,35.25,75.8,72.89,11939.86,0.16,0.18,1.86,0.59,2.47,10.18,10.96,23.13
2026-01-12 11:48:40,47.0,35.7,76.3,73.02,12017.9,0.03,0.07,1.79,0.57,0.27,3.75,10.55,22.38
2026-01-12 11:48:45,43.4,35.99,76.1,73.13,11974.41,0.11,0.49,1.72,0.57,5.54,7.76,10.36,21.84
2026-01-12 11:48:50,42.3,36.21,75.1,73.2,11819.21,0.0,0.12,1.66,0.55,1.82,28.83,10.05,22.09
2026-01-12 11:48:55,40.9,36.38,74.9,73.26,11793.67,0.02,0.18,1.61,0.54,0.06,2.2,9.71,21.4
2026-01-12 11:49:00,43.2,36.6,75.0,73.32,11806.81,0.06,0.91,1.55,0.55,0.03,2.72,9.39,20.78
2026-01-12 11:49:05,40.9,36.74,75.0,73.37,11814.28,0.0,0.04,1.5,0.54,0.17,2.42,9.09,20.19
