ID,cpu_type,cpu_freqcpu_cores,ram_gb,has_nvidia,nvidia_gpu_name,nvidia_vram_gb,os,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule,ram_mb_used,ram_usage_percent,ram_avg_percent,benchmark_steps,benchmark_mean,benchmark_reached,source_run
AMD Ryzen 5 5600GT with Radeon Graphics,3.59,12,15,0,NO DEDICATED GPU,0.0,Windows,16,256,0.0003,0.005,0.12,0.95,6,linear,11146.58,59.4,62.19,10000,0.93,True,BasicPPOEpsilon.2.AK
AMD Ryzen 5 5600GT with Radeon Graphics,3.59,12,15,0,NO DEDICATED GPU,0.0,Windows,16,256,0.0003,0.005,0.04,0.95,4,linear,9473.07,59.4,58.57,16000,0.93,True,BasicPPOEpsilon.2.AK
AMD Ryzen 5 5600GT with Radeon Graphics,3.59,12,15,0,NO DEDICATED GPU,0.0,Windows,16,256,0.0003,0.005,0.12,0.95,7,linear,9494.32,59.1,58.43,10000,0.93,True,BasicPPOEpsilon.2.AK
AMD Ryzen 5 5600GT with Radeon Graphics,3.59,12,15,0,NO DEDICATED GPU,0.0,Windows,16,256,0.0003,0.005,0.14,0.95,3,linear,9438.86,58.2,58.06,12000,0.93,True,BasicPPOEpsilon.2.AK
AMD Ryzen 5 5600GT with Radeon Graphics,3.59,12,15,0,NO DEDICATED GPU,0.0,Windows,16,256,0.0003,0.005,0.14,0.95,4,linear,9558.86,58.1,58.54,10000,0.93,True,BasicPPOEpsilon.2.AK
AMD Ryzen 5 5600GT with Radeon Graphics,3.59,12,15,0,NO DEDICATED GPU,0.0,Windows,16,256,0.0003,0.005,0.14,0.95,5,linear,9720.0,57.9,59.35,10000,0.93,True,BasicPPOEpsilon.2.AK
AMD Ryzen 5 5600GT with Radeon Graphics,3.59,12,15,0,NO DEDICATED GPU,0.0,Windows,16,256,0.0003,0.005,0.14,0.95,6,linear,10103.33,63.0,59.66,10000,0.93,True,BasicPPOEpsilon.2.AK
AMD Ryzen 5 5600GT with Radeon Graphics,3.59,12,15,0,NO DEDICATED GPU,0.0,Windows,16,256,0.0003,0.005,0.14,0.95,7,linear,10440.09,62.0,63.74,8000,0.93,True,BasicPPOEpsilon.2.AK
AMD Ryzen 5 5600GT with Radeon Graphics,3.59,12,15,0,NO DEDICATED GPU,0.0,Windows,16,256,0.0003,0.005,0.16,0.95,3,linear,10476.54,60.2,61.09,14000,0.93,True,BasicPPOEpsilon.2.AK
AMD Ryzen 5 5600GT with Radeon Graphics,3.59,12,15,0,NO DEDICATED GPU,0.0,Windows,16,256,0.0003,0.005,0.16,0.95,4,linear,11162.77,60.8,61.01,12000,0.93,True,BasicPPOEpsilon.2.AK
AMD Ryzen 5 5600GT with Radeon Graphics,3.59,12,15,0,NO DEDICATED GPU,0.0,Windows,16,256,0.0003,0.005,0.16,0.95,5,linear,12556.79,77.0,62.14,10000,0.93,True,BasicPPOEpsilon.2.AK
AMD Ryzen 5 5600GT with Radeon Graphics,3.59,12,15,0,NO DEDICATED GPU,0.0,Windows,16,256,0.0003,0.005,0.16,0.95,6,linear,13867.29,88.1,64.69,14000,0.93,True,BasicPPOEpsilon.2.AK
