ID,cpu_type,cpu_freqcpu_cores,ram_gb,has_nvidia,nvidia_gpu_name,nvidia_vram_gb,os,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule,ram_mb_used,ram_usage_percent,ram_avg_percent,benchmark_steps,benchmark_mean,benchmark_reached
BasicPP0Epsilon.5.SS.1,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.06,0.95,3,linear,6518.36,77.0,75.68,16000,0.93,True
BasicPP0Epsilon.5.SS.10,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.14,0.95,7,linear,6395.67,76.2,76.26,4000,0.076,False
BasicPP0Epsilon.5.SS.11,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.16,0.95,3,linear,6242.06,76.8,76.65,14000,0.93,True
BasicPP0Epsilon.5.SS.12,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.16,0.95,4,linear,6570.03,76.0,75.53,10000,0.93,True
BasicPP0Epsilon.5.SS.13,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.16,0.95,5,linear,6535.27,76.6,75.53,10000,0.93,True
BasicPP0Epsilon.5.SS.14,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.16,0.95,6,linear,6571.72,77.4,76.2,10000,0.93,True
BasicPP0Epsilon.5.SS.15,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.16,0.95,7,linear,6338.27,75.3,75.92,8000,0.93,True
BasicPP0Epsilon.5.SS.16,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.06,0.95,3,linear,6606.34,75.3,75.92,20000,0.93,True
BasicPP0Epsilon.5.SS.17,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.06,0.95,4,linear,6438.59,76.6,76.58,18000,0.93,True
BasicPP0Epsilon.5.SS.18,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.06,0.95,5,linear,6331.86,76.9,76.9,16000,0.93,True
BasicPP0Epsilon.5.SS.19,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.06,0.95,6,linear,6320.31,77.7,77.15,16000,0.93,True
BasicPP0Epsilon.5.SS.2,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.06,0.95,4,linear,6461.75,75.8,76.86,14000,0.93,True
BasicPP0Epsilon.5.SS.20,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.06,0.95,7,linear,6436.12,76.5,76.72,16000,0.93,True
BasicPP0Epsilon.5.SS.21,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.14,0.95,3,linear,6467.83,75.8,76.57,18000,0.93,True
BasicPP0Epsilon.5.SS.22,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.14,0.95,4,linear,6447.78,76.5,77.24,10000,0.07,False
BasicPP0Epsilon.5.SS.23,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.14,0.95,5,linear,6463.12,76.2,76.44,14000,0.93,True
BasicPP0Epsilon.5.SS.24,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.14,0.95,6,linear,6377.25,76.3,77.01,10000,0.93,True
BasicPP0Epsilon.5.SS.25,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.14,0.95,7,linear,6503.95,76.7,76.54,12000,0.93,True
BasicPP0Epsilon.5.SS.26,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.16,0.95,3,linear,6424.88,76.3,77.05,16000,0.93,True
BasicPP0Epsilon.5.SS.27,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.16,0.95,4,linear,6362.28,77.0,76.88,14000,0.93,True
BasicPP0Epsilon.5.SS.28,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.16,0.95,5,linear,6318.06,77.0,76.95,12000,0.93,True
BasicPP0Epsilon.5.SS.29,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.16,0.95,6,linear,6318.61,78.1,77.13,12000,0.93,True
BasicPP0Epsilon.5.SS.3,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.06,0.95,5,linear,6328.48,77.0,77.33,14000,0.93,True
BasicPP0Epsilon.5.SS.30,Apple M4,unknown,10,16.0,False,,,Darwin,32,256,0.0003,0.005,0.16,0.95,7,linear,6361.92,76.9,77.04,10000,0.93,True
BasicPP0Epsilon.5.SS.4,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.06,0.95,6,linear,6365.47,77.0,77.25,12000,0.93,True
BasicPP0Epsilon.5.SS.5,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.06,0.95,7,linear,6329.41,77.2,77.33,14000,0.93,True
BasicPP0Epsilon.5.SS.6,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.14,0.95,3,linear,6371.3,77.8,77.17,12000,0.93,True
BasicPP0Epsilon.5.SS.7,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.14,0.95,4,linear,6312.94,77.1,77.4,12000,0.93,True
BasicPP0Epsilon.5.SS.8,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.14,0.95,5,linear,6237.64,78.5,77.44,10000,0.93,True
BasicPP0Epsilon.5.SS.9,Apple M4,unknown,10,16.0,False,,,Darwin,16,256,0.0003,0.005,0.14,0.95,6,linear,6286.89,77.2,77.28,8000,0.93,True
