ID,cpu_type,cpu_freqcpu_cores,ram_gb,has_nvidia,nvidia_gpu_name,nvidia_vram_gb,os,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule,ram_mb_used,ram_usage_percent,ram_avg_percent,benchmark_steps,benchmark_mean,benchmark_reached
3DBallPPO.5.CB.1,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,600,5,0.001,0.2,0.99,2,linear,18043.25,56.5,56.38,12000,0.346,False
3DBallPPO.5.CB.10,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,1200,0.001,0.001,0.2,0.99,3,linear,18204.72,57.0,56.76,12000,0.939,True
3DBallPPO.5.CB.11,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,1200,0.0003,0.001,0.2,0.99,2,linear,18199.13,56.1,56.58,12000,2.934,True
3DBallPPO.5.CB.12,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,1200,0.0003,0.001,0.2,0.99,3,linear,18027.55,55.7,56.12,12000,4.153,True
3DBallPPO.5.CB.13,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,600,5,0.001,0.2,0.99,2,linear,17928.63,55.6,55.79,12000,0.966,True
3DBallPPO.5.CB.14,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,600,5,0.001,0.2,0.99,3,linear,17821.82,55.3,55.55,12000,0.322,False
3DBallPPO.5.CB.15,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,600,0.001,0.001,0.2,0.99,2,linear,17720.2,55.4,55.36,12000,2.366,True
3DBallPPO.5.CB.16,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,600,0.001,0.001,0.2,0.99,3,linear,17790.61,55.6,55.52,12000,3.892,True
3DBallPPO.5.CB.17,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,600,0.0003,0.001,0.2,0.99,2,linear,17766.89,55.6,55.5,12000,3.021,True
3DBallPPO.5.CB.18,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,600,0.0003,0.001,0.2,0.99,3,linear,17765.19,55.6,55.57,12000,3.453,True
3DBallPPO.5.CB.19,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,1200,5,0.001,0.2,0.99,2,linear,17725.54,55.2,55.4,12000,0.68,False
