ID,cpu_type,cpu_freqcpu_cores,ram_gb,has_nvidia,nvidia_gpu_name,nvidia_vram_gb,os,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule,ram_mb_used,ram_usage_percent,ram_avg_percent,benchmark_steps,benchmark_mean,benchmark_reached
3DBallPPO.02.CB.57,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.24,0.99,4,linear,22276.06,68.9,68.79,12000,2.084,True
3DBallPPO.02.CB.58,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.24,0.99,5,linear,22331.12,69.0,69.32,12000,2.209,True
3DBallPPO.02.CB.59,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.24,0.99,6,linear,22155.38,68.9,68.99,12000,2.134,True
3DBallPPO.02.CB.6,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.18,0.99,3,linear,22299.41,68.9,68.81,12000,2.073,True
3DBallPPO.02.CB.60,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.24,0.99,7,linear,22341.8,69.0,68.83,12000,2.067,True
3DBallPPO.02.CB.61,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.16,0.99,3,linear,22226.7,69.3,69.16,12000,2.117,True
3DBallPPO.02.CB.62,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.16,0.99,4,linear,22645.82,70.9,69.76,12000,2.115,True
3DBallPPO.02.CB.63,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.16,0.99,5,linear,22950.99,71.8,71.23,12000,2.145,True
3DBallPPO.02.CB.64,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.16,0.99,6,linear,22889.46,71.4,71.46,12000,1.862,True
3DBallPPO.02.CB.65,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.16,0.99,7,linear,22918.3,71.6,71.58,12000,2.112,True
3DBallPPO.02.CB.66,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.18,0.99,3,linear,22979.29,71.2,71.31,12000,1.378,True
3DBallPPO.02.CB.67,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.18,0.99,4,linear,22813.31,70.8,70.77,12000,2.094,True
3DBallPPO.02.CB.68,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.18,0.99,5,linear,22988.7,71.3,71.06,12000,2.078,True
3DBallPPO.02.CB.69,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.18,0.99,6,linear,23125.14,63.8,69.07,12000,3.279,True
3DBallPPO.02.CB.7,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.18,0.99,4,linear,20588.05,63.8,63.75,12000,2.087,True
3DBallPPO.02.CB.70,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.18,0.99,7,linear,22450.36,68.0,67.46,12000,2.121,True
3DBallPPO.02.CB.71,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.22,0.99,3,linear,22182.44,68.7,68.5,12000,2.157,True
3DBallPPO.02.CB.72,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.22,0.99,4,linear,22111.42,68.2,68.86,12000,2.111,True
3DBallPPO.02.CB.73,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.22,0.99,5,linear,22200.96,68.8,69.05,12000,2.074,True
3DBallPPO.02.CB.74,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.22,0.99,6,linear,22183.41,69.2,69.04,12000,2.177,True
3DBallPPO.02.CB.75,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.22,0.99,7,linear,22456.72,70.3,69.78,12000,2.123,True
3DBallPPO.02.CB.76,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.24,0.99,3,linear,22586.76,69.8,69.98,12000,2.118,True
3DBallPPO.02.CB.77,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.24,0.99,4,linear,22554.53,70.5,70.3,12000,2.085,True
3DBallPPO.02.CB.78,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.24,0.99,5,linear,22833.32,71.2,70.9,12000,2.164,True
3DBallPPO.02.CB.79,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.24,0.99,6,linear,23337.45,70.8,70.8,12000,2.085,True
3DBallPPO.02.CB.8,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.18,0.99,5,linear,23007.39,71.0,71.18,12000,2.183,True
3DBallPPO.02.CB.80,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,12000,0.0003,0.001,0.24,0.99,7,linear,22963.32,71.7,71.44,12000,2.133,True
3DBallPPO.02.CB.9,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.18,0.99,6,linear,23614.89,72.4,72.21,12000,2.135,True
