ID,cpu_type,cpu_freqcpu_cores,ram_gb,has_nvidia,nvidia_gpu_name,nvidia_vram_gb,os,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule,ram_mb_used,ram_usage_percent,ram_avg_percent,benchmark_steps,benchmark_mean,benchmark_reached
3DBallPPO.02.CB.1,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.16,0.99,3,linear,23175.77,66.3,70.03,12000,1.275,True
3DBallPPO.02.CB.10,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.18,0.99,7,linear,22451.11,68.0,66.62,12000,3.054,True
3DBallPPO.02.CB.11,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.22,0.99,3,linear,21755.54,65.9,66.84,12000,1.922,True
3DBallPPO.02.CB.12,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.22,0.99,4,linear,21188.33,54.7,56.47,12000,2.844,True
3DBallPPO.02.CB.13,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.22,0.99,5,linear,19112.55,55.2,55.9,12000,2.093,True
3DBallPPO.02.CB.14,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.22,0.99,6,linear,18504.64,55.6,56.15,12000,3.268,True
3DBallPPO.02.CB.15,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.22,0.99,7,linear,16789.98,51.8,51.77,12000,3.221,True
3DBallPPO.02.CB.16,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.24,0.99,3,linear,16700.66,52.1,52.09,12000,2.058,True
3DBallPPO.02.CB.17,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.24,0.99,4,linear,16854.78,52.3,52.22,12000,2.141,True
3DBallPPO.02.CB.18,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.24,0.99,5,linear,16783.37,52.3,52.35,12000,2.082,True
3DBallPPO.02.CB.19,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.24,0.99,6,linear,16919.63,52.9,52.68,12000,2.177,True
3DBallPPO.02.CB.2,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.16,0.99,4,linear,17045.38,53.0,52.92,12000,2.087,True
3DBallPPO.02.CB.20,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.24,0.99,7,linear,17482.98,52.6,52.83,12000,2.239,True
3DBallPPO.02.CB.21,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.16,0.99,3,linear,17036.4,53.0,53.02,12000,2.068,True
3DBallPPO.02.CB.22,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.16,0.99,4,linear,17010.38,53.1,53.11,12000,2.181,True
3DBallPPO.02.CB.23,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.16,0.99,5,linear,17099.25,53.4,53.23,12000,2.098,True
3DBallPPO.02.CB.24,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.16,0.99,6,linear,17132.09,53.6,53.47,12000,2.12,True
3DBallPPO.02.CB.25,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.16,0.99,7,linear,18254.69,53.6,53.53,12000,2.179,True
3DBallPPO.02.CB.26,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.18,0.99,3,linear,17782.36,54.9,53.79,12000,2.165,True
3DBallPPO.02.CB.27,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.18,0.99,4,linear,17887.34,56.0,54.98,12000,2.172,True
3DBallPPO.02.CB.28,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.18,0.99,5,linear,23162.97,67.9,65.46,12000,3.344,True
3DBallPPO.02.CB.29,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.18,0.99,6,linear,23237.24,70.9,70.2,12000,1.445,True
3DBallPPO.02.CB.3,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.16,0.99,5,linear,23578.95,62.5,66.45,12000,3.401,True
3DBallPPO.02.CB.30,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.18,0.99,7,linear,20813.3,62.9,62.97,12000,3.302,True
3DBallPPO.02.CB.31,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.22,0.99,3,linear,21240.3,65.4,64.51,12000,1.768,True
3DBallPPO.02.CB.32,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.22,0.99,4,linear,23280.23,69.5,68.5,12000,2.211,True
3DBallPPO.02.CB.33,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.22,0.99,5,linear,24032.11,69.5,71.04,12000,2.632,True
3DBallPPO.02.CB.34,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.22,0.99,6,linear,23117.36,70.8,70.37,12000,2.093,True
3DBallPPO.02.CB.35,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.22,0.99,7,linear,22754.48,69.5,70.89,12000,1.494,True
3DBallPPO.02.CB.36,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.24,0.99,3,linear,22187.11,69.5,69.3,12000,3.13,True
3DBallPPO.02.CB.37,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.24,0.99,4,linear,23761.89,70.6,69.93,12000,1.755,True
3DBallPPO.02.CB.38,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.24,0.99,5,linear,22977.79,71.2,70.87,12000,2.099,True
3DBallPPO.02.CB.39,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.24,0.99,6,linear,23055.92,67.1,68.09,12000,3.364,True
3DBallPPO.02.CB.4,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.16,0.99,6,linear,21851.45,67.7,67.48,12000,2.198,True
3DBallPPO.02.CB.40,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,12000,0.0003,0.001,0.24,0.99,7,linear,21749.68,67.7,67.51,12000,2.117,True
3DBallPPO.02.CB.41,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.16,0.99,3,linear,22379.72,68.2,68.13,12000,2.086,True
3DBallPPO.02.CB.42,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.16,0.99,4,linear,22206.01,68.8,68.1,12000,2.163,True
3DBallPPO.02.CB.43,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.16,0.99,5,linear,22151.74,68.9,68.73,12000,2.211,True
3DBallPPO.02.CB.44,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.16,0.99,6,linear,22522.2,68.8,69.08,12000,2.038,True
3DBallPPO.02.CB.45,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.16,0.99,7,linear,22247.79,69.5,68.91,12000,2.081,True
3DBallPPO.02.CB.46,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.18,0.99,3,linear,22676.96,69.7,69.63,12000,2.067,True
3DBallPPO.02.CB.47,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.18,0.99,4,linear,22571.5,70.1,69.66,12000,2.129,True
3DBallPPO.02.CB.48,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.18,0.99,5,linear,22841.89,70.8,70.49,12000,2.148,True
3DBallPPO.02.CB.49,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.18,0.99,6,linear,22851.23,66.9,66.58,12000,2.299,True
3DBallPPO.02.CB.5,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,12000,0.0003,0.001,0.16,0.99,7,linear,21898.27,66.6,67.17,12000,2.123,True
3DBallPPO.02.CB.50,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.18,0.99,7,linear,21672.83,67.5,67.08,12000,2.136,True
3DBallPPO.02.CB.51,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.22,0.99,3,linear,21924.6,67.7,67.74,12000,2.211,True
3DBallPPO.02.CB.52,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.22,0.99,4,linear,22010.07,68.0,68.1,12000,1.549,True
3DBallPPO.02.CB.53,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.22,0.99,5,linear,22073.5,68.8,68.41,12000,2.052,True
3DBallPPO.02.CB.54,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.22,0.99,6,linear,22575.39,67.9,68.07,12000,2.103,True
3DBallPPO.02.CB.55,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.22,0.99,7,linear,22260.71,69.4,68.45,12000,2.152,True
3DBallPPO.02.CB.56,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,12000,0.0003,0.001,0.24,0.99,3,linear,22616.91,68.7,68.69,12000,2.185,True
