ID,cpu_type,cpu_freqcpu_cores,ram_gb,has_nvidia,nvidia_gpu_name,nvidia_vram_gb,os,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule,ram_mb_used,ram_usage_percent,ram_avg_percent,benchmark_steps,benchmark_mean,benchmark_reached
BasicPPO.02.CB.81,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.14,0.95,3,linear,20164.55,62.5,61.92,24000,0.93,True
BasicPPO.02.CB.82,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.14,0.95,4,linear,20657.96,64.0,63.94,24000,0.93,True
BasicPPO.02.CB.83,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.14,0.95,5,linear,20505.47,63.4,63.52,16000,0.93,True
BasicPPO.02.CB.84,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.14,0.95,6,linear,20876.84,64.2,64.2,18000,0.93,True
BasicPPO.02.CB.85,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.14,0.95,7,linear,20537.71,62.9,63.33,16000,0.93,True
BasicPPO.02.CB.86,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.16,0.95,3,linear,20709.21,64.1,63.5,2000,0.265,False
BasicPPO.02.CB.87,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.16,0.95,4,linear,20813.59,64.5,63.76,18000,0.07,False
BasicPPO.02.CB.88,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.16,0.95,5,linear,21164.46,65.7,64.67,20000,0.93,True
BasicPPO.02.CB.89,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.16,0.95,6,linear,21476.53,67.2,65.5,16000,0.93,True
BasicPPO.02.CB.9,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,256,0.0003,0.005,0.06,0.95,6,linear,21329.49,64.8,64.95,12000,0.93,True
BasicPPO.02.CB.90,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.16,0.95,7,linear,21446.14,63.3,64.95,14000,0.93,True
BasicPPO.02.CB.91,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.04,0.95,3,linear,20953.75,64.5,63.95,48000,0.93,True
BasicPPO.02.CB.92,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.04,0.95,4,linear,22151.2,66.8,67.01,42000,0.93,True
BasicPPO.02.CB.93,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.04,0.95,5,linear,22156.49,68.3,67.92,36000,0.93,True
BasicPPO.02.CB.94,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.04,0.95,6,linear,22021.86,67.2,67.92,2000,0.748,False
BasicPPO.02.CB.95,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.04,0.95,7,linear,21512.1,67.1,67.09,28000,0.93,True
BasicPPO.02.CB.96,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.06,0.95,3,linear,22152.67,69.4,68.01,46000,0.93,True
BasicPPO.02.CB.97,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.06,0.95,4,linear,23624.67,70.4,70.09,40000,0.93,True
BasicPPO.02.CB.98,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.06,0.95,5,linear,23179.33,70.8,71.08,30000,0.93,True
BasicPPO.02.CB.99,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.06,0.95,6,linear,23671.05,74.1,71.77,30000,0.93,True
