ID,cpu_type,cpu_freqcpu_cores,ram_gb,has_nvidia,nvidia_gpu_name,nvidia_vram_gb,os,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule,ram_mb_used,ram_usage_percent,ram_avg_percent,benchmark_steps,benchmark_mean,benchmark_reached
BasicPPO.01.CB.1,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,256,0.0003,0.005,0.2,0.95,3,linear,15977.7,48.3,47.88,12000,0.93,True
BasicPPO.01.CB.10,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,256,0.0003,0.005,0.2,0.95,7,linear,16017.47,49.4,49.02,12000,0.93,True
BasicPPO.01.CB.11,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.2,0.95,3,linear,17197.94,50.0,49.88,24000,0.93,True
BasicPPO.01.CB.12,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.2,0.95,4,linear,17326.86,50.9,50.22,20000,0.93,True
BasicPPO.01.CB.13,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.2,0.95,5,linear,16407.01,49.8,50.41,20000,0.93,True
BasicPPO.01.CB.14,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.2,0.95,6,linear,16584.96,51.5,50.47,18000,0.93,True
BasicPPO.01.CB.15,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,64,256,0.0003,0.005,0.2,0.95,7,linear,17094.37,52.1,52.41,16000,0.93,True
BasicPPO.01.CB.16,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.2,0.95,3,linear,16821.09,52.6,52.37,50000,0.93,True
BasicPPO.01.CB.17,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.2,0.95,4,linear,16714.91,51.9,52.02,38000,0.93,True
BasicPPO.01.CB.18,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.2,0.95,5,linear,16697.08,50.6,51.62,2000,0.501,False
BasicPPO.01.CB.19,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.2,0.95,6,linear,16267.48,50.0,50.15,26000,0.93,True
BasicPPO.01.CB.2,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,256,0.0003,0.005,0.2,0.95,4,linear,16030.33,50.2,49.97,12000,0.93,True
BasicPPO.01.CB.20,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,128,256,0.0003,0.005,0.2,0.95,7,linear,16023.14,48.3,49.47,22000,0.93,True
BasicPPO.01.CB.3,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,256,0.0003,0.005,0.2,0.95,5,linear,15645.62,48.9,48.78,10000,0.93,True
BasicPPO.01.CB.4,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,256,0.0003,0.005,0.2,0.95,6,linear,15695.18,48.7,48.84,8000,0.93,True
BasicPPO.01.CB.5,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,16,256,0.0003,0.005,0.2,0.95,7,linear,15570.79,48.3,48.41,2000,0.482,False
BasicPPO.01.CB.6,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,256,0.0003,0.005,0.2,0.95,3,linear,15641.46,48.7,48.61,18000,0.93,True
BasicPPO.01.CB.7,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,256,0.0003,0.005,0.2,0.95,4,linear,15904.28,49.5,49.33,16000,0.93,True
BasicPPO.01.CB.8,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,256,0.0003,0.005,0.2,0.95,5,linear,15838.98,49.4,49.48,2000,0.708,False
BasicPPO.01.CB.9,AMD Ryzen 9 7945HX with Radeon Graphics,2.5,32,31,1,NVIDIA GeForce RTX 4060 Laptop GPU,8.0,Windows,32,256,0.0003,0.005,0.2,0.95,6,linear,15854.0,49.5,49.48,12000,0.93,True
