ID,cpu_type,cpu_cores,ram_gb,has_nvidia,nvidia_gpu_name,os,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule,ram_mb_used,ram_usage_percent,ram_avg_percentsteps
testFinal6.1,"Intel64 Family 6 Model 154 Stepping 3, GenuineIntel",20,16,1,NVIDIA GeForce RTX 4060 Laptop GPU,Windows,32,256,0.0003,0.005,0.2,0.95,3,linear,10722.81,67.0,66.38,-1
testFinal6.2,"Intel64 Family 6 Model 154 Stepping 3, GenuineIntel",20,16,1,NVIDIA GeForce RTX 4060 Laptop GPU,Windows,40,256,0.0003,0.005,0.2,0.95,3,linear,10716.93,65.8,66.34,-1
