run_id,environment,seed,num_agents,algorithm,steps,batch_size,buffer_size,learning_rate,epochs,total_time,average_cpu,average_ram,reward_mean,reward_mean_step,early_reward_mean,early_reward_mean_step,final_reward_mean,final_reward_mean_step,best_reward,best_reward_step,step_interval,p_loss_mean,p_loss_mean_step,v_loss_mean,v_loss_mean_step,entropy_mean,entropy_mean_step,threshold_value,steps_to_threshold,time_to_threshold,threshold_version,run_reached_threshold,notes
C_OE_3DBall_1,3DBall,1,12,ppo,500000,64,12000,0.0003,3,243,47.4,71.7,2.2754,12000,1.1438,12000,98.4877,442000,100,144000,480000,0.0986,24000,0.5548,24000,1.3863,12000,,,,,,
C_OE_3DBall_2,3DBall,2,12,ppo,500000,64,12000,0.0003,3,252,50.5,71.5,2.5346,12000,1.1925,12000,100,442000,100,144000,480000,0.0981,24000,0.6824,24000,1.4,12000,,,,,,
C_OE_3DBall_3,3DBall,3,12,ppo,500000,64,12000,0.0003,3,245,43.7,66.4,3.2019,12000,1.26,12000,98.5062,442000,100,108000,480000,0.0979,24000,0.9282,24000,1.3947,12000,,,,,,
C_OE_3DBall_4,3DBall,4,12,ppo,500000,64,12000,0.0003,3,262,47.4,71.1,2.726,12000,1.1816,12000,100,442000,100,108000,480000,0.1022,24000,0.6604,24000,1.4064,12000,,,,,,
C_OE_3DBall_5,3DBall,5,12,ppo,500000,64,12000,0.0003,3,290,49.4,70.6,2.5931,12000,1.1879,12000,100,442000,100,144000,480000,0.0995,24000,0.7235,24000,1.394,12000,,,,,,
C_OE_3DBall_6,3DBall,6,12,ppo,500000,64,12000,0.0003,3,289,48,71,2.7897,12000,1.2251,12000,100,442000,100,120000,480000,0.1005,24000,0.7598,24000,1.3913,12000,,,,,,
C_OE_3DBall_7,3DBall,7,12,ppo,500000,64,12000,0.0003,3,313,53.7,71.9,3.2549,12000,1.2475,12000,95.7061,442000,100,120000,480000,0.0984,24000,0.9226,24000,1.3905,12000,,,,,,
C_OE_3DBall_8,3DBall,8,12,ppo,500000,64,12000,0.0003,3,284,46.1,72.2,3.0765,12000,1.2375,12000,98.5385,442000,100,132000,480000,0.1025,24000,0.7592,24000,1.4005,12000,,,,,,
C_OE_3DBall_9,3DBall,9,12,ppo,500000,64,12000,0.0003,3,278,43.6,71.9,2.5287,12000,1.1888,12000,100,442000,100,108000,480000,0.099,24000,0.6306,24000,1.3947,12000,,,,,,
C_OE_3DBall_10,3DBall,10,12,ppo,500000,64,12000,0.0003,3,279,43,72.3,2.6463,12000,1.2045,12000,100,442000,100,132000,480000,0.1005,24000,0.6587,24000,1.4006,12000,,,,,,
C_AM_WallJump_51,BigWallJump,51,24,ppo,20000000,128,2048,0.0003,3,1110,50.3,91.6,-1.1182,20000,-1.1598,20000,-0.936,460000,-0.8768,420000,480000,0.067,20000,0.0152,20000,3.6575,20000,,,,,,
C_AM_WallJump_52,BigWallJump,52,24,ppo,20000000,128,2048,0.0003,3,1173,49.6,89.8,-1.0617,20000,-1.1475,20000,-0.9826,460000,-0.9304,260000,480000,0.0689,20000,0.0123,20000,3.5197,20000,,,,,,
C_AM_WallJump_53,BigWallJump,53,24,ppo,20000000,128,2048,0.0003,3,1191,48.9,90.9,-1.158,20000,-1.1428,20000,-1.0612,460000,-0.9699,380000,480000,0.0672,20000,0.0129,20000,3.7483,20000,,,,,,
C_AM_WallJump_54,BigWallJump,54,24,ppo,20000000,128,2048,0.0003,3,1522,47.7,91.1,-1.0828,20000,-1.1259,20000,-0.7121,460000,-0.5928,460000,480000,0.0667,20000,0.0175,20000,3.5479,20000,,,,,,
C_AM_WallJump_55,BigWallJump,55,24,ppo,20000000,128,2048,0.0003,3,1532,45.2,89.9,-1.1388,20000,-1.1518,20000,-1.0267,460000,-0.9233,160000,480000,0.0678,20000,0.0124,20000,3.6383,20000,,,,,,
C_AM_WallJump_56,BigWallJump,56,24,ppo,20000000,128,2048,0.0003,3,1518,44.6,91.5,-1.1489,20000,-1.1637,20000,-0.9594,460000,-0.909,460000,480000,0.0672,20000,0.012,20000,3.6933,20000,,,,,,
C_AM_WallJump_57,BigWallJump,57,24,ppo,20000000,128,2048,0.0003,3,1514,45,91.7,-1.1172,20000,-1.1752,20000,-1.0105,460000,-0.9344,280000,480000,0.0683,20000,0.0168,20000,3.687,20000,,,,,,
C_AM_WallJump_58,BigWallJump,58,24,ppo,20000000,128,2048,0.0003,3,1498,45.6,89.7,-1.1204,20000,-1.146,20000,-1.0283,460000,-0.877,440000,480000,0.0665,20000,0.0172,20000,3.608,20000,,,,,,
C_AM_WallJump_59,BigWallJump,59,24,ppo,20000000,128,2048,0.0003,3,1506,46.8,91.7,-1.1449,20000,-1.1605,20000,-1.0597,460000,-0.9455,240000,480000,0.0695,20000,0.0132,20000,3.6456,20000,,,,,,
C_AM_WallJump_60,BigWallJump,60,24,ppo,20000000,128,2048,0.0003,3,641,66.2,88.5,-1.1584,20000,-1.143,20000,-0.8545,460000,-0.7919,460000,480000,0.068,20000,0.0185,20000,3.5914,20000,,,,,,
C_AK_PushBlock_21,PushBlock,21,32,ppo,2000000,128,2048,0.0003,3,2713,54.7,83.2,3.0839,60000,3.0839,60000,4.967,1930000,4.967,1980000,1920000,0.0719,60000,0.1379,60000,1.8508,60000,,,,,,
C_AK_PushBlock_22,PushBlock,22,32,ppo,2000000,128,2048,0.0003,3,2443,53.9,83.9,0.1415,60000,0.1415,60000,4.9373,1930000,4.9516,1860000,1920000,0.0658,60000,0.0265,60000,1.9019,60000,,,,,,
C_AK_PushBlock_23,PushBlock,23,32,ppo,2000000,128,2048,0.0003,3,2543,53.4,84.6,1.6921,60000,1.6921,60000,4.973,1930000,4.9796,1920000,1920000,0.0709,60000,0.0686,60000,1.8817,60000,,,,,,
C_AK_PushBlock_24,PushBlock,24,32,ppo,2000000,128,2048,0.0003,3,2316,53,84,2.1814,60000,2.1814,60000,4.9728,1930000,4.9759,1800000,1920000,0.0702,60000,0.0959,60000,1.8343,60000,,,,,,
C_AK_PushBlock_25,PushBlock,25,32,ppo,2000000,128,2048,0.0003,3,2310,52.4,83.9,0.5373,60000,0.5373,60000,4.9712,1930000,4.9791,1440000,1920000,0.0714,60000,0.0506,60000,1.8814,60000,,,,,,
C_AK_PushBlock_26,PushBlock,26,32,ppo,2000000,128,2048,0.0003,3,2299,52.5,84.6,2.1922,60000,2.1922,60000,4.9714,1930000,4.9723,1680000,1920000,0.0701,60000,0.0991,60000,1.8491,60000,,,,,,
C_AK_PushBlock_27,PushBlock,27,32,ppo,2000000,128,2048,0.0003,3,2387,53.2,84.3,3.1139,60000,3.1139,60000,4.9814,1930000,4.9814,1980000,1920000,0.0729,60000,0.1467,60000,1.8511,60000,,,,,,
C_AK_PushBlock_28,PushBlock,28,32,ppo,2000000,128,2048,0.0003,3,2399,52.4,84.2,-0.0072,60000,-0.0072,60000,4.974,1930000,4.9779,1380000,1920000,0.0712,60000,0.0243,60000,1.8485,60000,,,,,,
C_AK_PushBlock_29,PushBlock,29,32,ppo,2000000,128,2048,0.0003,3,2662,64.1,84,-1,60000,-1,60000,4.9718,1930000,4.9834,1920000,1920000,0.0692,60000,0.0008,60000,1.8606,60000,,,,,,
C_AK_PushBlock_30,PushBlock,30,32,ppo,2000000,128,2048,0.0003,3,2858,65,83.4,1.8016,60000,1.8016,60000,4.9702,1930000,4.9734,1860000,1920000,0.0705,60000,0.0874,60000,1.8661,60000,,,,,,
C_AP_Basic_11,Basic,11,1,ppo,500000,32,256,0.0003,3,13,60.3,88.9,0.724,2000,0.1165,2000,0.93,103000,0.93,40000,106000,0.1267,2000,0.0071,2000,0.4383,2000,,,,,,
C_AP_Basic_11_2,Basic,11,1,ppo,500000,32,256,0.0003,3,3978,64.2,84.6,0.0476,2000,-0.0338,2000,0.07,495000,0.07,28000,498000,0.1319,2000,0.003,2000,0.4029,2000,,,,,,
C_AP_Basic_12,Basic,12,1,ppo,500000,32,256,0.0003,3,2980,55.8,84.2,0.7505,2000,0.0691,2000,0.93,495000,0.93,30000,498000,0.1354,2000,0.0085,2000,0.4086,2000,,,,,,
C_AP_Basic_13,Basic,13,1,ppo,500000,32,256,0.0003,3,2927,53.3,83.1,0.6665,2000,0.0751,2000,0.93,495000,0.93,36000,498000,0.127,2000,0.007,2000,0.486,2000,,,,,,
C_AP_Basic_14,Basic,14,1,ppo,500000,32,256,0.0003,3,2891,52.4,82.3,0.598,2000,0.0511,2000,0.93,495000,0.93,34000,498000,0.1261,2000,0.0103,2000,0.5694,2000,,,,,,
C_AP_Basic_15,Basic,15,1,ppo,500000,32,256,0.0003,3,2873,51.6,81.3,0.7235,2000,0.0485,2000,0.93,495000,0.93,30000,498000,0.1306,2000,0.0059,2000,0.4354,2000,,,,,,
C_AP_Basic_16,Basic,16,1,ppo,500000,32,256,0.0003,3,2892,52,83.4,0.7191,2000,0.0117,2000,0.93,495000,0.93,32000,498000,0.1326,2000,0.0073,2000,0.434,2000,,,,,,
C_AP_Basic_17,Basic,17,1,ppo,500000,32,256,0.0003,3,2914,53.2,85.2,0.5729,2000,-0.053,2000,0.93,495000,0.93,42000,498000,0.1297,2000,0.0074,2000,0.5541,2000,,,,,,
C_AP_Basic_18,Basic,18,1,ppo,500000,32,256,0.0003,3,2887,52,85.8,0.7644,2000,0.1294,2000,0.93,495000,0.93,22000,498000,0.1326,2000,0.0068,2000,0.3861,2000,,,,,,
C_AP_Basic_19,Basic,19,1,ppo,500000,32,256,0.0003,3,2863,51.8,86.1,0.7321,2000,0.1111,2000,0.93,495000,0.93,26000,498000,0.1297,2000,0.0079,2000,0.4387,2000,,,,,,
C_AP_Basic_20,Basic,20,1,ppo,500000,32,256,0.0003,3,2911,51.7,87.3,0.7584,2000,0.0457,2000,0.93,495000,0.93,34000,498000,0.1321,2000,0.0081,2000,0.4133,2000,,,,,,
C_AP_Basic_21,Basic,21,1,ppo,500000,32,256,0.0003,3,2925,53.5,88.6,0.7564,2000,0.1132,2000,0.93,495000,0.93,38000,498000,0.1321,2000,0.0087,2000,0.4148,2000,,,,,,
C_LN_Hallway_41,Hallway,41,16,ppo,10000000,128,1024,0.0003,3,12530,48.8,61.2,-0.7242,10000,-0.9385,10000,0.9447,9800000,0.9463,8100000,9990000,0.2691,10000,0.0051,10000,1.5138,10000,,,,,,
C_LN_Hallway_42,Hallway,42,16,ppo,10000000,128,1024,0.0003,3,12372,46,70,-0.9101,10000,-0.8934,10000,0.9435,9800000,0.9453,9220000,9990000,0.2291,10000,0.0035,10000,1.5359,10000,,,,,,
C_LN_Hallway_43,Hallway,43,16,ppo,10000000,128,1024,0.0003,3,12047,46.8,65.2,-0.9923,10000,-0.999,10000,0.9356,9800000,0.9393,9990000,9990000,0.2084,10000,0.001,10000,1.5875,10000,,,,,,
C_LN_Hallway_44,Hallway,44,16,ppo,10000000,128,1024,0.0003,3,12499,46.6,72.4,-0.996,10000,-0.9927,10000,0.9424,9800000,0.9444,8370000,9990000,0.2188,10000,0.0008,10000,1.5694,10000,,,,,,
C_LN_Hallway_45,Hallway,45,16,ppo,10000000,128,1024,0.0003,3,12129,46.6,71.8,-0.7027,10000,-0.988,10000,0.6691,9800000,0.7456,8630000,9990000,0.2848,10000,0.0081,10000,1.4786,10000,,,,,,
C_LN_Hallway_46,Hallway,46,16,ppo,10000000,128,1024,0.0003,3,12165,46.9,71.4,-0.8584,10000,-0.7925,10000,0.6693,9800000,0.7361,6470000,9990000,0.2421,10000,0.0038,10000,1.5104,10000,,,,,,
C_LN_Hallway_47,Hallway,47,16,ppo,10000000,128,1024,0.0003,3,12096,48,73,-0.9905,10000,-0.9929,10000,0.9434,9800000,0.9455,9260000,9990000,0.197,10000,0.0018,10000,1.5307,10000,,,,,,
C_LN_Hallway_48,Hallway,48,16,ppo,10000000,128,1024,0.0003,3,12230,46.2,74,-0.9399,10000,-0.9868,10000,0.6713,9800000,0.7364,5740000,9990000,0.2668,10000,0.0049,10000,1.5637,10000,,,,,,
C_LN_Hallway_49,Hallway,49,16,ppo,10000000,128,1024,0.0003,3,12120,47.2,72.6,-0.7936,10000,-0.9588,10000,0.6721,9800000,0.7355,8870000,9990000,0.2456,10000,0.0047,10000,1.4851,10000,,,,,,
C_LN_Hallway_50,Hallway,50,16,ppo,10000000,128,1024,0.0003,3,12257,47.9,75,-0.6279,10000,-0.9269,10000,0.6622,9800000,0.7593,8860000,9990000,0.2828,10000,0.0091,10000,1.5044,10000,,,,,,
C_LN_Basic_20,Basic,20,1,ppo,500000,32,256,0.0003,3,3105,59.4,78.7,0.7584,2000,0.0457,2000,0.93,495000,0.93,34000,498000,0.1321,2000,0.0081,2000,0.4133,2000,,,,,,
C_LN_Basic_19,Basic,19,1,ppo,500000,32,256,0.0003,3,3026,58.1,73.5,0.7321,2000,0.1111,2000,0.93,495000,0.93,26000,498000,0.1297,2000,0.0079,2000,0.4387,2000,,,,,,
C_LN_Basic_18,Basic,18,1,ppo,500000,32,256,0.0003,3,3089,59.1,73.7,0.7644,2000,0.1294,2000,0.93,495000,0.93,22000,498000,0.1326,2000,0.0068,2000,0.3861,2000,,,,,,
C_LF_Crawler_31,Crawler,31,10.0000,ppo,10000000,2048,20480,0.0003,3,12189,29.1,75.0,-0.9976,30000,-0.9982,30000,1955.3277,9790000,2126.2927,9810000,9960000,0.0150,30000,0.0323,30000,1.4166,30000,,,,,,
C_LF_Crawler_31_2,Crawler,31,10.0000,ppo,10000000,2048,20480,0.0003,3,11140,25.5,58.2,-0.9976,30000,-0.9982,30000,1955.3277,9790000,2126.2927,9810000,9960000,0.0150,30000,0.0323,30000,1.4166,30000,,,,,,
C_LF__Crawler_32,Crawler,32,10.0000,ppo,10000000,2048,20480,0.0003,3,10358,23.8,56.1,-0.9936,30000,-0.9971,30000,1767.1974,9790000,1966.3096,9510000,9960000,0.0158,30000,0.0368,30000,1.4180,30000,,,,,,
C_LF_Crawler_33,Crawler,33,10.0000,ppo,10000000,2048,20480,0.0003,3,10222,23.7,56.9,-0.9934,30000,-0.9967,30000,1858.3802,9790000,2099.2773,9930000,9960000,0.0188,30000,0.0409,30000,1.4188,30000,,,,,,
C_LF_Crawler_34,Crawler,34,10.0000,ppo,10000000,2048,20480,0.0003,3,10604,24.5,57.9,-0.9933,30000,-0.9974,30000,2186.0862,9790000,2416.3774,9870000,9960000,0.0168,30000,0.0308,30000,1.4166,30000,,,,,,
C_LF_Crawler_35,Crawler,35,10.0000,ppo,10000000,2048,20480,0.0003,3,10415,24.8,57.5,-0.9938,30000,-0.9971,30000,1792.2943,9790000,1991.2646,8730000,9960000,0.0176,30000,0.0395,30000,1.4166,30000,,,,,,
C_LF_Crawler_36,Crawler,36,10.0000,ppo,10000000,2048,20480,0.0003,3,10697,26.4,60.7,-0.9928,30000,-0.9979,30000,1527.6052,9790000,1827.5604,9990000,9960000,0.0176,30000,0.0497,30000,1.4188,30000,,,,,,
C_LF_Crawler_37,Crawler,37,10.0000,ppo,10000000,2048,20480,0.0003,3,11361,28.0,69.4,-0.9959,30000,-0.9975,30000,2030.8524,9790000,2309.0740,9450000,9960000,0.0179,30000,0.0383,30000,1.4179,30000,,,,,,
C_LF_Crawler_38,Crawler,38,10.0000,ppo,10000000,2048,20480,0.0003,3,10811,26.3,72.3,-0.9953,30000,-0.9981,30000,2079.8659,9790000,2366.9043,8520000,9960000,0.0155,30000,0.0411,30000,1.4182,30000,,,,,,
C_LF_Crawler_39,Crawler,39,10.0000,ppo,10000000,2048,20480,0.0003,3,9687,23.7,49.6,-0.9956,30000,-0.9980,30000,2040.1321,9790000,2378.1970,9210000,9960000,0.0170,30000,0.0400,30000,1.4170,30000,,,,,,
C_LF_Crawler_40,Crawler,40,10.0000,ppo,10000000,2048,20480,0.0003,3,9618,23.6,51.2,-0.9912,30000,-0.9963,30000,1801.7069,9790000,2112.1306,9750000,9960000,0.0180,30000,0.0498,30000,1.4165,30000,,,,,,
U_OE_3DBall_1,3DBall,1,12.0000,sac,500000,64,200000,0.0003,N/A,419,46.9,72.9,12.1903,12000,0.7405,12000,100.0000,442000,100.0000,72000,480000,-2.7382,12000,0.0111,12000,1.2174,12000,2.5657600000000005,48000,31.4,2025-11-21_09-33,,
U_OE_3DBall_2,3DBall,2,12.0000,sac,500000,64,200000,0.0003,N/A,467,47.0,73.3,7.7313,12000,0.7020,12000,94.8933,442000,100.0000,72000,480000,-2.5524,12000,0.0112,12000,1.2211,12000,2.5657600000000005,60000,46.7,2025-11-21_09-33,,
U_OE_3DBall_3,3DBall,3,12.0000,sac,500000,64,200000,0.0003,N/A,475,46.3,72.7,5.9513,12000,0.7071,12000,97.3000,442000,100.0000,72000,480000,-2.4562,12000,0.0116,12000,1.2226,12000,2.5657600000000005,48000,35.6,2025-11-21_09-33,,
U_OE_3DBall_4,3DBall,4,12.0000,sac,500000,64,200000,0.0003,N/A,479,46.4,72.7,5.9272,12000,0.7034,12000,100.0000,442000,100.0000,72000,480000,-2.5908,12000,0.0106,12000,1.2165,12000,2.5657600000000005,60000,47.9,2025-11-21_09-33,,
U_OE_3DBall_5,3DBall,5,12.0000,sac,500000,64,200000,0.0003,N/A,485,46.9,72.8,3.4459,12000,0.7054,12000,91.3264,442000,100.0000,72000,480000,-2.5320,12000,0.0104,12000,1.2119,12000,2.5657600000000005,60000,48.5,2025-11-21_09-33,,
U_OE_3DBall_6,3DBall,6,12.0000,sac,500000,64,200000,0.0003,N/A,466,45.1,73.0,10.9110,12000,0.7317,12000,100.0000,442000,100.0000,72000,480000,-2.7360,12000,0.0096,12000,1.2151,12000,2.5657600000000005,48000,34.9,2025-11-21_09-33,,
U_OE_3DBall_7,3DBall,7,12.0000,sac,500000,64,200000,0.0003,N/A,531,53.3,73.6,15.2906,12000,0.7204,12000,92.2224,442000,100.0000,72000,480000,-2.6896,12000,0.0092,12000,1.1953,12000,2.5657600000000005,48000,39.8,2025-11-21_09-33,,
U_OE_3DBall_8,3DBall,8,12.0000,sac,500000,64,200000,0.0003,N/A,494,49.2,72.7,7.4361,12000,0.6725,12000,92.5492,442000,100.0000,72000,480000,-2.5513,12000,0.0102,12000,1.2146,12000,2.5657600000000005,48000,37.0,2025-11-21_09-33,,
U_OE_3DBall_9,3DBall,9,12.0000,sac,500000,64,200000,0.0003,N/A,507,53.7,73.9,7.0196,12000,0.7413,12000,97.2343,442000,100.0000,84000,480000,-2.5876,12000,0.0114,12000,1.1989,12000,2.5657600000000005,48000,38.0,2025-11-21_09-33,,
U_OE_3DBall_10,3DBall,10,12.0000,sac,500000,64,200000,0.0003,N/A,523,55.5,73.7,6.2706,12000,0.7500,12000,97.4123,442000,100.0000,72000,480000,-2.5883,12000,0.0103,12000,1.2373,12000,2.5657600000000005,48000,39.2,2025-11-21_09-33,,
U_AP_Basic_11_A,Basic,11,1.0000,ppo,50000,32,256,0.00015,3,357,58.8,87.9,0.0216,2000,-0.0262,2000,0.0692,45000,0.0693,44000,48000,0.1322,2000,0.0073,2000,0.9729,2000,0.6096,Not reached,Not reached,2025-11-21_09-33,,
U_AP_Basic_12_A,Basic,12,1.0000,ppo,50000,32,256,0.00015,3,293,53.8,87.5,0.5276,2000,0.0767,2000,0.9284,45000,0.9287,38000,48000,0.1331,2000,0.0185,2000,0.9199,2000,0.6096,14000,73.1,2025-11-21_09-33,,
U_AP_Basic_13_A,Basic,13,1.0000,ppo,50000,32,256,0.00015,3,288,54.8,87.5,0.4025,2000,0.0604,2000,0.9262,45000,0.9266,50000,48000,0.1314,2000,0.0155,2000,0.9999,2000,0.6096,18000,95.9,2025-11-21_09-33,,
U_AP_Basic_14_A,Basic,14,1.0000,ppo,50000,32,256,0.00015,3,275,53.3,87.7,0.1084,2000,0.0518,2000,0.8579,45000,0.8751,48000,48000,0.1314,2000,0.0186,2000,1.0931,2000,0.6096,32000,172.2,2025-11-21_09-33,,
U_AP_Basic_15_A,Basic,15,1.0000,ppo,50000,32,256,0.00015,3,288,53.8,86.9,0.4810,2000,0.0325,2000,0.9278,45000,0.9280,48000,48000,0.1325,2000,0.0137,2000,0.9386,2000,0.6096,14000,71.9,2025-11-21_09-33,,
U_AP_Basic_16_A,Basic,16,1.0000,ppo,50000,32,256,0.00015,3,290,54.3,89.0,0.4832,2000,0.0102,2000,0.9282,45000,0.9283,40000,48000,0.1318,2000,0.0170,2000,0.9506,2000,0.6096,14000,72.4,2025-11-21_09-33,,
U_AP_Basic_17_A,Basic,17,1.0000,ppo,50000,32,256,0.00015,3,285,55.4,88.3,0.1161,2000,0.0076,2000,0.9095,45000,0.9136,46000,48000,0.1279,2000,0.0150,2000,1.0843,2000,0.6096,26000,142.5,2025-11-21_09-33,,
U_AP_Basic_18_A,Basic,18,1.0000,ppo,50000,32,256,0.00015,3,293,54.9,86.2,0.5274,2000,0.1138,2000,0.9287,45000,0.9290,50000,48000,0.1334,2000,0.0157,2000,0.8972,2000,0.6096,14000,73.2,2025-11-21_09-33,,
U_AP_Basic_19_A,Basic,19,1.0000,ppo,50000,32,256,0.00015,3,290,55.0,86.4,0.4778,2000,0.0986,2000,0.9280,45000,0.9282,44000,48000,0.1309,2000,0.0182,2000,0.9730,2000,0.6096,16000,84.5,2025-11-21_09-33,,
U_AP_Basic_20_A,Basic,20,1.0000,ppo,50000,32,256,0.00015,3,290,54.4,85.0,0.5491,2000,0.0591,2000,0.9285,45000,0.9289,50000,48000,0.1282,2000,0.0185,2000,0.9180,2000,0.6096,14000,72.4,2025-11-21_09-33,,
U_AP_Basic_21_A,Basic,21,1.0000,ppo,50000,32,256,0.00015,3,289,54.9,84.4,0.5444,2000,0.1263,2000,0.9280,45000,0.9282,50000,48000,0.1355,2000,0.0203,2000,0.9469,2000,0.6096,12000,60.1,2025-11-21_09-33,,
U_AP_Basic_11_B,Basic,11,1.0000,ppo,50000,32,256,0.0006,3,380,61.8,86.6,0.0580,2000,-0.0324,2000,0.0700,45000,0.0700,16000,48000,0.1297,2000,0.0011,2000,0.2102,2000,0.6096,Not reached,Not reached,2025-11-21_09-33,,
U_AP_Basic_12_B,Basic,12,1.0000,ppo,50000,32,256,0.0006,3,305,55.3,81.9,0.8316,2000,0.1120,2000,0.9300,45000,0.9300,20000,48000,0.1370,2000,0.0047,2000,0.2382,2000,0.6096,4000,12.7,2025-11-21_09-33,,
U_AP_Basic_13_B,Basic,13,1.0000,ppo,50000,32,256,0.0006,3,302,54.9,81.5,0.7822,2000,0.0979,2000,0.9300,45000,0.9300,24000,48000,0.1259,2000,0.0037,2000,0.2909,2000,0.6096,6000,25.1,2025-11-21_09-33,,
U_AP_Basic_14_B,Basic,14,1.0000,ppo,50000,32,256,0.0006,3,306,55.0,80.2,0.7548,2000,0.0292,2000,0.9300,45000,0.9300,20000,48000,0.1313,2000,0.0058,2000,0.3270,2000,0.6096,6000,25.5,2025-11-21_09-33,,
U_AP_Basic_15_B,Basic,15,1.0000,ppo,50000,32,256,0.0006,3,304,55.3,81.6,0.7996,2000,0.0485,2000,0.9300,45000,0.9300,14000,48000,0.1322,2000,0.0033,2000,0.2617,2000,0.6096,6000,25.3,2025-11-21_09-33,,
U_AP_Basic_16_B,Basic,16,1.0000,ppo,50000,32,256,0.0006,3,302,54.1,82.2,0.8108,2000,0.0436,2000,0.9300,45000,0.9300,20000,48000,0.1321,2000,0.0042,2000,0.2543,2000,0.6096,6000,25.1,2025-11-21_09-33,,
U_AP_Basic_17_B,Basic,17,1.0000,ppo,50000,32,256,0.0006,3,366,57.9,83.5,0.0555,2000,-0.0216,2000,0.0700,45000,0.0700,20000,48000,0.1279,2000,0.0021,2000,0.2448,2000,0.6096,Not reached,Not reached,2025-11-21_09-33,,
U_AP_Basic_18_B,Basic,18,1.0000,ppo,50000,32,256,0.0006,3,306,55.6,86.5,0.8487,2000,0.2051,2000,0.9300,45000,0.9300,22000,48000,0.1278,2000,0.0038,2000,0.2173,2000,0.6096,4000,12.8,2025-11-21_09-33,,
U_AP_Basic_19_B,Basic,19,1.0000,ppo,50000,32,256,0.0006,3,307,54.0,86.6,0.8057,2000,0.0680,2000,0.9300,45000,0.9300,24000,48000,0.1311,2000,0.0043,2000,0.2641,2000,0.6096,6000,25.5,2025-11-21_09-33,,
U_AP_Basic_20_B,Basic,20,1.0000,ppo,50000,32,256,0.0006,3,301,53.8,85.6,0.8229,2000,0.0554,2000,0.9300,45000,0.9300,20000,48000,0.1311,2000,0.0044,2000,0.2471,2000,0.6096,4000,12.6,2025-11-21_09-33,,
U_LN_Hallway_A_41,Hallway,41,16.0000,ppo,10000000,128,1024,0.0003,3,10505,55.2,79.1,-0.7405,10000,-0.7975,10000,0.8337,9800000,0.8717,9450000,9990000,0.2594,10000,0.0050,10000,1.3484,10000,-0.5561760000000001,100000,94.6,2025-11-21_09-33,,
U_LN_Hallway_A_42,Hallway,42,16.0000,ppo,10000000,128,1024,0.0003,3,12557,54.4,73.7,-0.9092,10000,-0.8966,10000,0.6658,9800000,0.7376,7890000,9990000,0.2374,10000,0.0036,10000,1.5130,10000,-0.5561760000000001,150000,176.0,2025-11-21_09-33,,
U_LN_Hallway_A_43,Hallway,43,16.0000,ppo,10000000,128,1024,0.0003,3,12475,52.5,74.2,-0.9501,10000,-0.9192,10000,0.9422,9800000,0.9444,9760000,9990000,0.2150,10000,0.0018,10000,1.5478,10000,-0.5561760000000001,140000,162.3,2025-11-21_09-33,,
U_LN_Hallway_A_44,Hallway,44,16.0000,ppo,10000000,128,1024,0.0003,3,20904,52.9,74.8,-0.9277,10000,-0.9131,10000,0.9401,9800000,0.9440,9490000,9990000,0.2177,10000,0.0017,10000,1.5041,10000,-0.5561760000000001,130000,251.1,2025-11-21_09-33,,
U_LN_Hallway_A_45,Hallway,45,16.0000,ppo,10000000,128,1024,0.0003,3,12539,53.3,71.4,-0.2825,10000,-0.6414,10000,0.6695,9800000,0.7485,5860000,9990000,0.4020,10000,0.0194,10000,1.3112,10000,-0.5561760000000001,50000,50.2,2025-11-21_09-33,,
U_LN_Hallway_B_46,Hallway,46,16.0000,ppo,10000000,128,1024,0.0003,3,10995,54.9,74.7,-0.8540,10000,-0.8717,10000,0.9202,9800000,0.9272,9310000,9990000,0.2212,10000,0.0033,10000,1.3417,10000,-0.5561760000000001,180000,187.1,2025-11-21_09-33,,
U_LN_Hallway_B_47,Hallway,47,16.0000,ppo,10000000,128,1024,0.0003,3,12498,53.7,75.1,-0.7726,10000,-0.9103,10000,0.6597,9800000,0.7297,7750000,9990000,0.2502,10000,0.0071,10000,1.4492,10000,-0.5561760000000001,100000,112.6,2025-11-21_09-33,,
U_LN_Hallway_B_48,Hallway,48,16.0000,ppo,10000000,128,1024,0.0003,3,10237,54.1,75.3,-0.6141,10000,-0.7763,10000,0.8735,9800000,0.8909,9630000,9990000,0.3121,10000,0.0110,10000,1.1961,10000,-0.5561760000000001,60000,51.2,2025-11-21_09-33,,
U_LN_Hallway_B_49,Hallway,49,16.0000,ppo,10000000,128,1024,0.0003,3,12340,52.7,75.8,-0.9483,10000,-0.9493,10000,0.6797,9800000,0.7442,9030000,9990000,0.2300,10000,0.0021,10000,0.9909,10000,-0.5561760000000001,290000,345.9,2025-11-21_09-33,,
U_LN_Hallway_B_50,Hallway,50,16.0000,ppo,10000000,128,1024,0.0003,3,14250,54.0,72.9,-0.6023,10000,-0.9617,10000,0.9397,9800000,0.9426,9890000,9990000,0.2722,10000,0.0091,10000,1.4371,10000,-0.5561760000000001,80000,99.9,2025-11-21_09-33,,
U_LF_Crawler_31,Crawler,31,10.0000,ppo,1000000,2048,20480,0.0003,3,1040,23.1,66.5,-0.9877,30000,-0.9976,30000,29.9629,790000,69.3205,720000,960000,0.0161,30000,0.0326,30000,1.4167,30000,-0.7942400000000001,180000,162.5,2025-11-21_09-33,,
