step,time_elapsed,cumulative_reward,episode_length,extrinsic_reward,value_estimate,entropy,policy_loss,value_loss,learning_rate,epsilon,beta,reward_rolling_mean,reward_rolling_std,episode_length_rolling_mean
1000,0.0,1.1681817770004272,21.64444351196289,1.1681817770004272,-0.27365490794181824,1.4189385175704956,0.0824190303683281,0.1257660686969757,0.0002876700018532574,0.19588999450206757,0.0004798609879799187,1.1681817770004272,,21.64444351196289
2000,0.5405073165893555,1.2853658199310303,23.0,1.2853658199310303,-0.23606669902801514,1.4189382791519165,0.09683674573898315,0.12289570271968842,0.0002751720021478832,0.1917240023612976,0.00045944759040139616,1.2267737984657288,0.0828616314030849,22.322221755981445
3000,1.2113580703735352,1.188636302947998,22.0,1.188636302947998,0.00748387910425663,1.4141446352005005,0.08891069889068604,0.18185099959373474,0.0002627940266393125,0.18759800493717194,0.0004392302071209997,1.2140612999598186,0.06259271390648168,22.21481450398763
4000,1.6600911617279053,1.317073106765747,23.04878044128418,1.317073106765747,0.1869882345199585,1.4139670133590698,0.09416219592094421,0.15671734511852264,0.0002503800205886364,0.18345999717712402,0.0004189540049992502,1.2398142516613007,0.07255864277585816,22.423305988311768
5000,2.319516181945801,1.2999999523162842,22.809524536132812,1.2999999523162842,0.23529738187789917,1.4150949716567993,0.10175509750843048,0.20923137664794922,0.00023791202693246305,0.17930400371551514,0.0003985895891673863,1.2518513917922973,0.06835957280273337,22.500549697875975
6000,2.7734222412109375,1.5076922178268433,25.102563858032227,1.5076922178268433,0.29994291067123413,1.4151636362075806,0.09281503409147263,0.21136333048343658,0.00022551002621185035,0.17517000436782837,0.0003783330030273646,1.2944915294647217,0.12102691022808755,22.934218724568684
7000,3.382883071899414,1.5105262994766235,25.210525512695312,1.5105262994766235,0.34677475690841675,1.4113095998764038,0.0989326536655426,0.21107250452041626,0.0002131620276486501,0.17105400562286377,0.00035816460149362683,1.325353639466422,0.13738103824435632,23.259405408586776
8000,3.927469253540039,1.239534854888916,22.23255729675293,1.239534854888916,0.3502501845359802,1.4106394052505493,0.10462401807308197,0.28649047017097473,0.00020086203585378826,0.16695399582386017,0.0003380746056791395,1.3146262913942337,0.13075907716519236,23.131049394607544
9000,4.6223931312561035,1.49210524559021,25.526315689086914,1.49210524559021,0.36650100350379944,1.4053833484649658,0.09179230034351349,0.31943565607070923,0.00018831003399100155,0.16277000308036804,0.00031757299439050257,1.3343461751937866,0.13586963819068248,23.39719009399414
10000,5.06224513053894,1.7705881595611572,27.97058868408203,1.7705881595611572,0.37086376547813416,1.4035515785217285,0.09656972438097,0.3861852288246155,0.00017592604854144156,0.1586419939994812,0.0002973458031192422,1.3779703736305238,0.18825539115456924,23.85452995300293
11000,5.710083246231079,1.6378377676010132,26.135135650634766,1.6378377676010132,0.5463016033172607,1.4004597663879395,0.09970357269048691,0.4773141145706177,0.00016349404177162796,0.15449799597263336,0.00027704020612873137,1.4249359726905824,0.1886863838080784,24.303599166870118
12000,6.722170114517212,1.8342856168746948,28.0,1.8342856168746948,0.6361088752746582,1.3989429473876953,0.09984488040208817,0.46623486280441284,0.0001511940499767661,0.15039800107479095,0.00025695021031424403,1.4798279523849487,0.22070064497106395,24.803599166870118
13000,7.5078442096710205,1.817647099494934,28.47058868408203,1.817647099494934,0.5200002193450928,1.3974276781082153,0.10214036703109741,0.51688152551651,0.0001388220553053543,0.14627400040626526,0.00023674260592088103,1.5427290320396423,0.21810871739948537,25.45065803527832
14000,8.019939184188843,1.605405330657959,25.70270347595215,1.605405330657959,0.5001060962677002,1.3969041109085083,0.0980876237154007,0.5603041052818298,0.0001264200545847416,0.1421400010585785,0.00021648600522894412,1.5715622544288634,0.20353456930366312,25.716050338745116
15000,8.735519170761108,1.8393938541412354,28.969696044921875,1.8393938541412354,0.4405112862586975,1.395754337310791,0.09175853431224823,0.585924506187439,0.00011403005919419229,0.13800999522209167,0.00019624900596681982,1.6255016446113586,0.19485892100521754,26.332067489624023
16000,9.34217119216919,2.4464285373687744,35.0,2.4464285373687744,0.45497602224349976,1.3947296142578125,0.10063647478818893,0.6879351735115051,0.00010164606646867469,0.13388200104236603,0.00017602180014364421,1.7193752765655517,0.3186166812798718,27.3218111038208
17000,10.019034147262573,2.489655017852783,33.75862121582031,2.489655017852783,0.673887312412262,1.3947160243988037,0.09936132282018661,0.7227298021316528,8.900406828615814e-05,0.1296679973602295,0.00015537319995928556,1.8172881484031678,0.38979951915478767,28.1766206741333
18000,10.494577169418335,2.5076920986175537,36.80769348144531,2.5076920986175537,0.7771762013435364,1.3947017192840576,0.10381627082824707,0.7151883244514465,7.657807145733386e-05,0.12552599608898163,0.00013507739640772343,1.9441038727760316,0.38723083167862193,29.63413429260254
19000,11.198601007461548,2.206249952316284,30.6875,2.206249952316284,0.6785897612571716,1.3933289051055908,0.1056634932756424,0.8150450587272644,6.410407513612881e-05,0.12136799842119217,0.00011470320168882608,2.015518343448639,0.3594667338724939,30.150252723693846
20000,11.853275299072266,2.3137929439544678,34.13793182373047,2.3137929439544678,0.8053157925605774,1.3913105726242065,0.10404550284147263,0.884445071220398,5.1534083468141034e-05,0.11717800050973892,9.417220280738547e-05,2.06983882188797,0.3593847819379982,30.76698703765869
21000,12.534204244613647,2.538461446762085,34.230770111083984,2.538461446762085,0.8029299378395081,1.3886715173721313,0.10092169046401978,0.8624876141548157,3.898808790836483e-05,0.11299599707126617,7.368039950961247e-05,2.159901189804077,0.35186593815288725,31.576550483703613
22000,12.98198127746582,2.758333206176758,37.45833206176758,2.758333206176758,0.8126797080039978,1.3857688903808594,0.10705070942640305,0.9356891512870789,2.6664090910344385e-05,0.10888800024986267,5.355120083549991e-05,2.2523059487342834,0.37727027271147995,32.52238368988037
