step,time_elapsed,cumulative_reward,episode_length,extrinsic_reward,value_estimate,entropy,policy_loss,value_loss,learning_rate,epsilon,beta,reward_rolling_mean,reward_rolling_std,episode_length_rolling_mean
30000,0.0,-0.7533809542655945,15.505500793457031,-0.7533809542655945,-0.20953848958015442,1.4156519174575806,0.013255976140499115,1.425803303718567,0.002993854694068432,0.19979515671730042,0.004989778622984886,-0.7533809542655945,,15.505500793457031
60000,32.22277641296387,-0.14437536895275116,47.71312713623047,-0.14437536895275116,-0.34586018323898315,1.398574948310852,0.017369182780385017,0.6548748016357422,0.002987699117511511,0.19958996772766113,0.004979539662599564,-0.4488781616091728,0.430631979155194,31.60931396484375
90000,70.17814493179321,3.843985080718994,236.65078735351562,3.843985080718994,0.04485304653644562,1.374586820602417,0.014982922933995724,0.5583768486976624,0.002978402189910412,0.19928006827831268,0.004964075516909361,0.9820762525002161,2.497121053636165,99.9564717610677
120000,100.59988355636597,18.986927032470703,472.640625,18.986927032470703,0.5686131119728088,1.3446745872497559,0.01688637025654316,1.936707854270935,0.0029690531082451344,0.19896844029426575,0.004948525223881006,5.483288947492838,9.230424616808966,193.12751007080078
150000,134.74330306053162,14.957483291625977,438.73529052734375,14.957483291625977,1.4979417324066162,1.3145979642868042,0.01581585593521595,1.5033152103424072,0.002959590405225754,0.19865301251411438,0.004932785406708717,7.3781278163194655,9.047244091380843,242.2490661621094
180000,164.55020546913147,14.510387420654297,563.370361328125,14.510387420654297,1.200067162513733,1.2932095527648926,0.016964303329586983,0.8406378626823425,0.0029501591343432665,0.19833864271640778,0.004917098209261894,8.56683775037527,8.600016765283554,295.769282023112
210000,196.96057081222534,22.237459182739258,755.4871826171875,22.237459182739258,2.457059860229492,1.260820746421814,0.017654526978731155,1.0808546543121338,0.0029407141264528036,0.19802381098270416,0.004901387728750706,10.519783669284411,9.398487004366833,361.4432678222656
240000,225.82185411453247,27.832788467407227,877.9705810546875,27.832788467407227,2.256894588470459,1.2320376634597778,0.017936503514647484,0.7134095430374146,0.002931274240836501,0.19770914316177368,0.004885686095803976,12.683909269049764,10.638622132016769,426.00918197631836
270000,256.88693594932556,37.90059280395508,959.75,37.90059280395508,3.013122081756592,1.1994032859802246,0.015775803476572037,2.557616710662842,0.002924931002780795,0.19749769568443298,0.004875135142356157,15.485762995150354,13.026365743427109,485.31371731228296
300000,292.4797866344452,77.57341766357422,960.4193725585938,77.57341766357422,5.2339863777160645,1.1561223268508911,0.017336398363113403,2.867948532104492,0.0029156303498893976,0.19718767702579498,0.004859665408730507,21.69452846199274,23.15858087154536,532.8242828369141
330000,321.50899267196655,44.20631790161133,980.7666625976562,44.20631790161133,5.279637813568115,1.1212496757507324,0.02207525633275509,4.822617053985596,0.0029062097892165184,0.19687366485595703,0.004843995440751314,26.190498347580434,22.675521276250567,629.350399017334
360000,355.6666302680969,44.23705291748047,883.1764526367188,44.23705291748047,5.344437122344971,1.0933091640472412,0.020935868844389915,1.23343825340271,0.0028966146055608988,0.19655382633209229,0.004828035831451416,30.628641176223756,21.246685563351804,712.8967315673829
390000,384.16139960289,110.57575988769531,974.0968017578125,110.57575988769531,10.797246932983398,1.058491826057434,0.021034812554717064,5.671804428100586,0.0028870869427919388,0.19623622298240662,0.004812187980860472,41.301818656921384,30.908020605263314,786.6413330078125
420000,419.6420397758484,65.11862182617188,999.0,65.11862182617188,7.303581714630127,1.024680733680725,0.018662957474589348,4.917593002319336,0.0028776368126273155,0.19592122733592987,0.004796469584107399,45.914988136291505,30.64895147410132,839.2772705078125
450000,450.7605330944061,92.19591522216797,953.15625,92.19591522216797,11.086786270141602,1.0046987533569336,0.014088748022913933,7.631686210632324,0.0028680756222456694,0.19560252130031586,0.004780565854161978,53.638831329345706,31.695081299378973,890.7193664550781
480000,479.4262886047363,64.43090057373047,937.4193725585938,64.43090057373047,10.152172088623047,0.9956461787223816,0.016238590702414513,10.791839599609375,0.002861699787899852,0.195389986038208,0.004769960418343544,58.63088264465332,28.630658547324806,928.124267578125
