Step,Environment/Cumulative Reward,Environment/Episode Length,Losses/Policy Loss,Losses/Value Loss,Policy/Entropy,Policy/Learning Rate,Policy/Epsilon
285000,0.3104648292064667,,,,1.4034675359725952,,
290000,0.5909000635147095,999.0,,,1.4034676551818848,,
295000,0.9316134452819824,,,,1.4034675359725952,,
300000,0.6428862810134888,999.0,0.01789262145757675,0.0026926915161311626,1.4042452573776245,0.0003940463939215988,0.19851160049438477
305000,0.5709394812583923,,,,1.405103325843811,,
310000,0.2178470641374588,999.0,,,1.405103325843811,,
315000,1.4358251094818115,,,,1.405103325843811,,
320000,0.44434064626693726,999.0,,,1.405103325843811,,
325000,0.0,,,,1.405103325843811,,
330000,0.7338731288909912,999.0,,,1.405103325843811,,
335000,2.108912229537964,,,,1.405103325843811,,
340000,0.5959853529930115,999.0,,,1.405103325843811,,
345000,2.3704898357391357,,0.014965467154979706,0.002760910661891103,1.4048244953155518,0.00039319999632425606,0.19830000400543213
350000,0.4557580351829529,999.0,,,1.4048244953155518,,
355000,0.0,,,,1.4048244953155518,,
360000,0.584786593914032,999.0,,,1.4048244953155518,,
365000,0.0,,,,1.4048244953155518,,
370000,0.16403958201408386,999.0,,,1.4048244953155518,,
375000,0.19305166602134705,,,,1.4048244953155518,,
380000,1.2730790376663208,999.0,,,1.4048244953155518,,
385000,0.0,,0.020277589559555054,0.0026381774805486202,1.4036083221435547,0.00039234879659488797,0.1980872005224228
390000,1.2268861532211304,999.0,,,1.4023923873901367,,
395000,0.0,,,,1.4023922681808472,,
400000,1.2669986486434937,999.0,,,1.4023923873901367,,
405000,1.5676476955413818,,,,1.4023922681808472,,
410000,0.900800883769989,999.0,,,1.4023923873901367,,
415000,0.0,,,,1.4023922681808472,,
420000,0.6754300594329834,999.0,,,1.4023923873901367,,
425000,0.0,,,,1.4023922681808472,,
430000,0.4137932360172272,999.0,0.01528336200863123,0.003561678808182478,1.401992917060852,0.0003914975968655199,0.19787439703941345
435000,0.0,,,,1.401992917060852,,
440000,0.6546948552131653,999.0,,,1.401992917060852,,
445000,1.5401244163513184,,,,1.401992917060852,,
450000,2.0102031230926514,999.0,,,1.401992917060852,,
455000,0.0,,,,1.401992917060852,,
460000,0.8452725410461426,999.0,,,1.401992917060852,,
465000,2.9299075603485107,,,,1.401992917060852,,
470000,1.0312089920043945,999.0,0.018220750615000725,0.004047398455440998,1.4016609191894531,0.0003906463971361518,0.1976615935564041
475000,0.0,,,,1.4012945890426636,,
480000,1.1587241888046265,999.0,,,1.4012945890426636,,
485000,2.8574066162109375,,,,1.4012945890426636,,
490000,1.9227758646011353,999.0,,,1.4012945890426636,,
495000,2.2957634925842285,,,,1.4012945890426636,,
500000,2.1168289184570312,999.0,,,1.4012945890426636,,
505000,0.0,,,,1.4012945890426636,,
510000,0.779943585395813,999.0,,,1.4012945890426636,,
515000,0.02638228051364422,,0.015835357829928398,0.004628750495612621,1.4005041122436523,0.00038979999953880906,0.19744999706745148
520000,2.1432080268859863,999.0,,,1.4005041122436523,,
525000,2.439578056335449,,,,1.4005041122436523,,
530000,1.7792675495147705,999.0,,,1.4005041122436523,,
535000,1.2055532932281494,,,,1.4005041122436523,,
540000,2.0261006355285645,999.0,,,1.4005041122436523,,
545000,1.0795689821243286,,,,1.4005041122436523,,
550000,3.5546584129333496,999.0,,,1.4005041122436523,,
555000,2.5387139320373535,,0.017787709832191467,0.008371541276574135,1.399599552154541,0.00038894879980944097,0.19723719358444214
560000,1.6795347929000854,999.0,,,1.3986949920654297,,
565000,0.0,,,,1.3986949920654297,,
570000,3.36258864402771,999.0,,,1.3986949920654297,,
575000,0.0,,,,1.3986949920654297,,
580000,1.3252978324890137,999.0,,,1.3986949920654297,,
585000,1.0992733240127563,,,,1.3986949920654297,,
590000,2.8787572383880615,999.0,,,1.3986949920654297,,
595000,0.0,,,,1.3986949920654297,,
600000,2.586768388748169,999.0,0.02106676995754242,0.007411130238324404,1.397182583808899,0.0003880976000800729,0.197024405002594
605000,0.16891974210739136,,,,1.397182583808899,,
610000,4.004766464233398,999.0,,,1.397182583808899,,
615000,1.2627841234207153,,,,1.397182583808899,,
620000,2.591588258743286,999.0,,,1.397182583808899,,
625000,4.822696208953857,,,,1.397182583808899,,
630000,3.0088376998901367,999.0,,,1.397182583808899,,
635000,0.0,,,,1.397182583808899,,
640000,2.588330030441284,999.0,0.016800908371806145,0.012505879625678062,1.3954904079437256,0.0003872464003507048,0.19681160151958466
645000,0.0,,,,1.3936232328414917,,
650000,4.859064102172852,999.0,,,1.3936233520507812,,
655000,1.0134824514389038,,,,1.3936232328414917,,
660000,5.982545852661133,999.0,,,1.3936233520507812,,
665000,7.393405914306641,,,,1.3936232328414917,,
670000,4.474947929382324,999.0,,,1.3936233520507812,,
675000,13.557268142700195,,,,1.3936232328414917,,
680000,4.8329620361328125,999.0,,,1.3936233520507812,,
685000,0.0,,0.018901150673627853,0.022594016045331955,1.3885711431503296,0.00038640000275336206,0.19660000503063202
690000,7.0027971267700195,999.0,,,1.3885712623596191,,
695000,10.561939239501953,,,,1.3885711431503296,,
700000,8.26537036895752,999.0,,,1.3885712623596191,,
705000,15.001379013061523,,,,1.3885711431503296,,
710000,10.060478210449219,999.0,,,1.3885712623596191,,
715000,15.210479736328125,,,,1.3885711431503296,,
720000,6.467170715332031,999.0,,,1.3885712623596191,,
725000,0.17127951979637146,,0.020060008391737938,0.038034964352846146,1.3867107629776,0.00038554880302399397,0.19638720154762268
730000,10.8291015625,999.0,,,1.3848503828048706,,
735000,13.9171142578125,,,,1.3848503828048706,,
740000,11.669960975646973,999.0,,,1.3848503828048706,,
745000,16.105091094970703,,,,1.3848503828048706,,
750000,8.703994750976562,999.0,,,1.3848503828048706,,
755000,13.001665115356445,,,,1.3848503828048706,,
760000,10.859210014343262,999.0,,,1.3848503828048706,,
765000,5.412952423095703,,,,1.3848503828048706,,
770000,14.312829971313477,999.0,0.015214357525110245,0.05913163721561432,1.3785004615783691,0.0003846976032946259,0.19617439806461334
775000,9.469297409057617,,,,1.3785003423690796,,
780000,19.536846160888672,999.0,,,1.3785004615783691,,
785000,14.459564208984375,,,,1.3785003423690796,,
790000,15.111270904541016,999.0,,,1.3785004615783691,,
795000,18.208171844482422,,,,1.3785003423690796,,
800000,18.306636810302734,999.0,,,1.3785004615783691,,
805000,23.58817481994629,,,,1.3785003423690796,,
810000,16.506263732910156,999.0,0.01816592551767826,0.09554778784513474,1.3746695518493652,0.0003838464035652578,0.195961594581604
815000,19.738544464111328,,,,1.3704426288604736,,
820000,22.49896812438965,999.0,,,1.3704426288604736,,
825000,0.5577139258384705,,,,1.3704426288604736,,
830000,28.702722549438477,999.0,,,1.3704426288604736,,
835000,24.01446533203125,,,,1.3704426288604736,,
840000,25.666656494140625,999.0,,,1.3704426288604736,,
845000,21.318359375,,,,1.3704426288604736,,
850000,25.1021671295166,999.0,,,1.3704426288604736,,
855000,27.22687530517578,,0.01621975190937519,0.1551489382982254,1.3617914915084839,0.00038300000596791506,0.19574999809265137
860000,35.307918548583984,999.0,,,1.3617914915084839,,
865000,32.72602844238281,,,,1.3617914915084839,,
870000,41.38751983642578,999.0,,,1.3617914915084839,,
875000,41.66945266723633,,,,1.3617914915084839,,
880000,35.9185905456543,999.0,,,1.3617914915084839,,
885000,33.9544563293457,,,,1.3617914915084839,,
890000,32.620452880859375,999.0,,,1.3617914915084839,,
895000,46.30227279663086,,0.018142225220799446,0.2588143050670624,1.356400966644287,0.00038214880623854697,0.19553719460964203
900000,45.806907653808594,999.0,,,1.3510103225708008,,
905000,23.824569702148438,,,,1.3510104417800903,,
910000,49.466094970703125,999.0,,,1.3510103225708008,,
915000,25.278961181640625,,,,1.3510104417800903,,
920000,49.476417541503906,999.0,,,1.3510103225708008,,
925000,45.432647705078125,,,,1.3510104417800903,,
930000,47.72157669067383,999.0,,,1.3510103225708008,,
935000,46.98110580444336,,,,1.3510104417800903,,
940000,57.05036926269531,999.0,0.016798343509435654,0.35242170095443726,1.3408843278884888,0.0003812976065091789,0.19532440602779388
945000,54.75485610961914,,,,1.3408843278884888,,
950000,51.573204040527344,999.0,,,1.3408843278884888,,
955000,49.52565002441406,,,,1.3408843278884888,,
960000,63.96150588989258,999.0,,,1.3408843278884888,,
965000,31.297733306884766,,,,1.3408843278884888,,
970000,57.31884002685547,999.0,,,1.3408843278884888,,
975000,49.669681549072266,,,,1.3408843278884888,,
980000,62.79951858520508,999.0,0.02019929513335228,0.4465295374393463,1.3349446058273315,0.0003804464067798108,0.19511160254478455
985000,46.07999801635742,,,,1.32839035987854,,
990000,63.864402770996094,999.0,,,1.3283904790878296,,
995000,87.9234390258789,,,,1.32839035987854,,
1000000,66.36466217041016,999.0,,,1.3283904790878296,,
1005000,86.67654418945312,,,,1.32839035987854,,
1010000,76.70466613769531,999.0,,,1.3283904790878296,,
1015000,86.21417999267578,,,,1.32839035987854,,
1020000,65.19905853271484,999.0,,,1.3283904790878296,,
1025000,20.26923370361328,,0.01725725084543228,0.603675127029419,1.3166717290878296,0.00037960000918246806,0.1949000060558319
1030000,96.90574645996094,999.0,,,1.3166718482971191,,
1035000,88.98069763183594,,,,1.3166717290878296,,
1040000,90.81348419189453,999.0,,,1.3166718482971191,,
1045000,95.67071533203125,,,,1.3166717290878296,,
1050000,86.31934356689453,999.0,,,1.3166718482971191,,
1055000,43.27353286743164,,,,1.3166717290878296,,
1060000,88.26090240478516,999.0,,,1.3166718482971191,,
1065000,100.42407989501953,,0.015820005908608437,0.7642013430595398,1.3102819919586182,0.00037874880945309997,0.19468720257282257
1070000,89.63357543945312,999.0,,,1.3038922548294067,,
1075000,104.88700866699219,,,,1.3038922548294067,,
1080000,86.41777038574219,999.0,,,1.3038922548294067,,
1085000,125.16223907470703,,,,1.3038922548294067,,
1090000,86.44620513916016,999.0,,,1.3038922548294067,,
1095000,49.61832809448242,,,,1.3038922548294067,,
1100000,69.92141723632812,999.0,,,1.3038922548294067,,
1105000,117.46793365478516,,,,1.3038922548294067,,
1110000,100.02883911132812,999.0,0.017779182642698288,0.7870826125144958,1.2914189100265503,0.0003778976097237319,0.19447439908981323
1115000,119.21818542480469,,,,1.2914189100265503,,
1120000,103.97754669189453,999.0,,,1.2914189100265503,,
1125000,120.71992492675781,,,,1.2914189100265503,,
1130000,113.03593444824219,999.0,,,1.2914189100265503,,
1135000,136.6930694580078,,,,1.2914189100265503,,
1140000,111.97510528564453,999.0,,,1.2914189100265503,,
1145000,126.49053955078125,,,,1.2914189100265503,,
1150000,96.0866928100586,999.0,0.01545239333063364,0.9764183759689331,1.2846789360046387,0.0003770464099943638,0.1942615956068039
1155000,125.5716552734375,,,,1.277241826057434,,
1160000,106.61502075195312,999.0,,,1.277241826057434,,
1165000,146.76304626464844,,,,1.277241826057434,,
1170000,117.30281066894531,999.0,,,1.277241826057434,,
1175000,123.67460632324219,,,,1.277241826057434,,
1180000,125.0678482055664,999.0,,,1.277241826057434,,
1185000,136.1891632080078,,,,1.277241826057434,,
1190000,136.25502014160156,999.0,,,1.277241826057434,,
1195000,130.82054138183594,,0.01854996755719185,1.1290202140808105,1.2633994817733765,0.00037620001239702106,0.19404999911785126
1200000,149.63919067382812,999.0,,,1.2633994817733765,,
1205000,133.52932739257812,,,,1.2633994817733765,,
1210000,139.2385711669922,999.0,,,1.2633994817733765,,
1215000,151.2048797607422,,,,1.2633994817733765,,
1220000,130.65447998046875,999.0,,,1.2633994817733765,,
1225000,144.48907470703125,,,,1.2633994817733765,,
1230000,131.1497344970703,999.0,,,1.2633994817733765,,
1235000,173.19558715820312,,0.01916324906051159,1.324588656425476,1.2567710876464844,0.00037534881266765296,0.19383719563484192
1240000,156.82765197753906,999.0,,,1.2501426935195923,,
1245000,161.08766174316406,,,,1.2501426935195923,,
1250000,140.41493225097656,999.0,,,1.2501426935195923,,
1255000,175.87705993652344,,,,1.2501426935195923,,
1260000,147.68467712402344,999.0,,,1.2501426935195923,,
1265000,159.92721557617188,,,,1.2501426935195923,,
1270000,153.55612182617188,999.0,,,1.2501426935195923,,
1275000,159.62991333007812,,,,1.2501426935195923,,
1280000,162.2601776123047,999.0,0.014742948114871979,1.537711501121521,1.2373653650283813,0.0003744976129382849,0.19362440705299377
1285000,180.96922302246094,,,,1.2373653650283813,,
1290000,159.36387634277344,999.0,,,1.2373653650283813,,
1295000,102.74737548828125,,,,1.2373653650283813,,
1300000,165.9939422607422,999.0,,,1.2373653650283813,,
1305000,171.35911560058594,,,,1.2373653650283813,,
1310000,171.7052001953125,999.0,,,1.2373653650283813,,
1315000,196.41456604003906,,,,1.2373653650283813,,
1320000,151.99801635742188,999.0,0.018981117755174637,2.0549657344818115,1.2322161197662354,0.0003736464132089168,0.19341160356998444
1325000,168.74737548828125,,,,1.2265342473983765,,
1330000,181.16127014160156,999.0,,,1.2265342473983765,,
1335000,191.4287109375,,,,1.2265342473983765,,
1340000,180.15806579589844,999.0,,,1.2265342473983765,,
1345000,147.7810516357422,,,,1.2265342473983765,,
1350000,149.38267517089844,999.0,,,1.2265342473983765,,
1355000,178.00668334960938,,,,1.2265342473983765,,
1360000,137.33975219726562,999.0,,,1.2265342473983765,,
1365000,166.4241485595703,,0.017841853201389313,2.601839303970337,1.2172271013259888,0.00037280001561157405,0.1932000070810318
1370000,178.92428588867188,999.0,,,1.2172271013259888,,
1375000,127.70549774169922,,,,1.2172271013259888,,
1380000,178.8430938720703,999.0,,,1.2172271013259888,,
1385000,181.69540405273438,,,,1.2172271013259888,,
1390000,178.2657470703125,999.0,,,1.2172271013259888,,
1395000,205.43292236328125,,,,1.2172271013259888,,
1400000,150.63099670410156,999.0,,,1.2172271013259888,,
1405000,96.095703125,,0.019114263355731964,3.1271815299987793,1.2135239839553833,0.00037194881588220596,0.19298720359802246
1410000,169.99594116210938,999.0,,,1.2098208665847778,,
1415000,201.05178833007812,,,,1.2098208665847778,,
1420000,169.72679138183594,999.0,,,1.2098208665847778,,
1425000,154.7994842529297,,,,1.2098208665847778,,
1430000,174.17849731445312,999.0,,,1.2098208665847778,,
1435000,171.81472778320312,,,,1.2098208665847778,,
1440000,152.4737548828125,999.0,,,1.2098208665847778,,
1445000,238.2827606201172,,,,1.2098208665847778,,
1450000,173.31503295898438,999.0,0.016702553257346153,3.6521081924438477,1.2012521028518677,0.00037109761615283787,0.19277440011501312
1455000,240.00613403320312,,,,1.2012521028518677,,
1460000,158.3948516845703,999.0,,,1.2012521028518677,,
1465000,180.8794708251953,,,,1.2012521028518677,,
1470000,190.72317504882812,999.0,,,1.2012521028518677,,
1475000,222.52622985839844,,,,1.2012521028518677,,
1480000,171.2716827392578,999.0,,,1.2012521028518677,,
1485000,146.78778076171875,,,,1.2012521028518677,,
1490000,198.58740234375,999.0,0.016067247837781906,3.8266217708587646,1.1972410678863525,0.0003702464164234698,0.19256159663200378
1495000,181.13392639160156,,,,1.1928149461746216,,
1500000,195.27943420410156,999.0,,,1.192814826965332,,
1505000,193.93089294433594,,,,1.1928149461746216,,
1510000,186.0604248046875,999.0,,,1.192814826965332,,
1515000,171.45423889160156,,,,1.1928149461746216,,
1520000,191.6022186279297,999.0,,,1.192814826965332,,
1525000,151.194091796875,,,,1.1928149461746216,,
1530000,196.33102416992188,999.0,,,1.192814826965332,,
1535000,140.46200561523438,,0.018827363848686218,3.79590106010437,1.185306429862976,0.00036940001882612705,0.19235000014305115
1540000,187.16714477539062,999.0,,,1.1853065490722656,,
1545000,156.215576171875,,,,1.185306429862976,,
1550000,198.2360382080078,999.0,,,1.1853065490722656,,
1555000,132.37130737304688,,,,1.185306429862976,,
1560000,197.915283203125,999.0,,,1.1853065490722656,,
1565000,205.73446655273438,,,,1.185306429862976,,
1570000,179.49534606933594,999.0,,,1.1853065490722656,,
1575000,202.24246215820312,,0.014807300642132759,4.804835319519043,1.182203769683838,0.00036854881909675896,0.1921371966600418
1580000,194.1941375732422,999.0,,,1.1791011095046997,,
1585000,116.42974853515625,,,,1.1791011095046997,,
1590000,212.24960327148438,999.0,,,1.1791011095046997,,
1595000,246.7151641845703,,,,1.1791011095046997,,
1600000,172.81704711914062,999.0,,,1.1791011095046997,,
1605000,155.81468200683594,,,,1.1791011095046997,,
1610000,155.24899291992188,999.0,,,1.1791011095046997,,
1615000,208.9726104736328,,,,1.1791011095046997,,
1620000,179.3069610595703,999.0,0.016033034771680832,4.703962326049805,1.1735239028930664,0.00036769761936739087,0.19192439317703247
1625000,239.414306640625,,,,1.173524022102356,,
1630000,240.03065490722656,999.0,,,1.1735239028930664,,
1635000,260.337158203125,,,,1.173524022102356,,
1640000,208.40081787109375,999.0,,,1.1735239028930664,,
1645000,290.068359375,,,,1.173524022102356,,
1650000,225.2845458984375,999.0,,,1.1735239028930664,,
1655000,128.04530334472656,,,,1.173524022102356,,
1660000,205.3322296142578,999.0,0.01774449646472931,4.7970757484436035,1.1701555252075195,0.0003668464196380228,0.19171160459518433
1665000,149.6354522705078,,,,1.1664386987686157,,
1670000,218.37484741210938,999.0,,,1.1664386987686157,,
1675000,303.5137939453125,,,,1.1664386987686157,,
1680000,251.62640380859375,999.0,,,1.1664386987686157,,
1685000,256.30999755859375,,,,1.1664386987686157,,
1690000,223.99256896972656,999.0,,,1.1664386987686157,,
1695000,199.40594482421875,,,,1.1664386987686157,,
1700000,254.20130920410156,999.0,,,1.1664386987686157,,
1705000,157.84857177734375,,0.017924785614013672,4.980757713317871,1.158901333808899,0.00036600002204068005,0.1914999932050705
1710000,210.47471618652344,999.0,,,1.158901333808899,,
1715000,285.9759826660156,,,,1.158901333808899,,
1720000,217.82833862304688,999.0,,,1.158901333808899,,
1725000,268.56072998046875,,,,1.158901333808899,,
1730000,250.6632080078125,999.0,,,1.158901333808899,,
1735000,296.9515075683594,,,,1.158901333808899,,
1740000,191.07672119140625,999.0,,,1.158901333808899,,
1745000,167.71185302734375,,0.016780033707618713,4.526443004608154,1.1554621458053589,0.00036514882231131196,0.19128720462322235
1750000,251.06350708007812,999.0,,,1.1520229578018188,,
1755000,323.974365234375,,,,1.1520230770111084,,
1760000,244.85189819335938,999.0,,,1.1520229578018188,,
1765000,262.0823669433594,,,,1.1520230770111084,,
1770000,246.52552795410156,999.0,,,1.1520229578018188,,
1775000,154.3885040283203,,,,1.1520230770111084,,
1780000,236.708984375,999.0,,,1.1520229578018188,,
1785000,247.41094970703125,,,,1.1520230770111084,,
1790000,213.55650329589844,999.0,0.01602613367140293,5.011277198791504,1.144368052482605,0.00036429762258194387,0.191074401140213
1795000,233.0438690185547,,,,1.144368052482605,,
1800000,281.6759338378906,999.0,,,1.144368052482605,,
1805000,207.96890258789062,,,,1.144368052482605,,
1810000,257.8804626464844,999.0,,,1.144368052482605,,
1815000,241.4803009033203,,,,1.144368052482605,,
1820000,267.4098205566406,999.0,,,1.144368052482605,,
1825000,255.66285705566406,,,,1.144368052482605,,
1830000,264.7273254394531,999.0,0.019454557448625565,5.920722484588623,1.140567421913147,0.0003634464228525758,0.19086159765720367
1835000,282.45501708984375,,,,1.1363734006881714,,
1840000,272.03662109375,999.0,,,1.1363734006881714,,
1845000,233.83082580566406,,,,1.1363734006881714,,
1850000,253.5020294189453,999.0,,,1.1363734006881714,,
1855000,303.854248046875,,,,1.1363734006881714,,
1860000,230.5428924560547,999.0,,,1.1363734006881714,,
1865000,220.79319763183594,,,,1.1363734006881714,,
1870000,269.50823974609375,999.0,,,1.1363734006881714,,
1875000,269.0583801269531,,0.015555975958704948,5.151203155517578,1.1281119585037231,0.0003625999961514026,0.19065000116825104
1880000,274.6407470703125,999.0,,,1.1281119585037231,,
1885000,287.1080017089844,,,,1.1281119585037231,,
1890000,241.39181518554688,999.0,,,1.1281119585037231,,
1895000,252.38970947265625,,,,1.1281119585037231,,
1900000,262.0166015625,999.0,,,1.1281119585037231,,
1905000,295.9656677246094,,,,1.1281119585037231,,
1910000,279.3770446777344,999.0,,,1.1281119585037231,,
1915000,252.90267944335938,,0.01624029316008091,5.229013442993164,1.1241559982299805,0.0003617487964220345,0.1904371976852417
1920000,306.8670654296875,999.0,,,1.1202001571655273,,
1925000,279.03424072265625,,,,1.1202000379562378,,
1930000,281.49261474609375,999.0,,,1.1202001571655273,,
1935000,273.02783203125,,,,1.1202000379562378,,
1940000,299.44384765625,999.0,,,1.1202001571655273,,
1945000,300.72314453125,,,,1.1202000379562378,,
1950000,270.6462097167969,999.0,,,1.1202001571655273,,
1955000,303.62701416015625,,,,1.1202000379562378,,
1960000,301.6579895019531,999.0,0.016250979155302048,6.485332012176514,1.1141061782836914,0.0003608975966926664,0.19022439420223236
1965000,267.91650390625,,,,1.1141061782836914,,
1970000,312.36785888671875,999.0,,,1.1141061782836914,,
1975000,283.32061767578125,,,,1.1141061782836914,,
1980000,296.624755859375,999.0,,,1.1141061782836914,,
1985000,284.0882873535156,,,,1.1141061782836914,,
1990000,315.8032531738281,999.0,,,1.1141061782836914,,
1995000,317.5664367675781,,,,1.1141061782836914,,
2000000,290.4852600097656,999.0,0.018541716039180756,6.757966995239258,1.1112502813339233,0.0003600463969632983,0.19001160562038422
2005000,373.3450012207031,,,,1.1080988645553589,,
2010000,313.66259765625,999.0,,,1.1080988645553589,,
2015000,369.24847412109375,,,,1.1080988645553589,,
2020000,304.5678405761719,999.0,,,1.1080988645553589,,
2025000,328.29290771484375,,,,1.1080988645553589,,
2030000,293.337646484375,999.0,,,1.1080988645553589,,
2035000,359.1558837890625,,,,1.1080988645553589,,
2040000,285.32952880859375,999.0,,,1.1080988645553589,,
2045000,253.40786743164062,,0.016074305400252342,6.259242534637451,1.101052165031433,0.0003591999993659556,0.18979999423027039
2050000,303.5340881347656,999.0,,,1.101052165031433,,
2055000,270.6766052246094,,,,1.101052165031433,,
2060000,314.2303161621094,999.0,,,1.101052165031433,,
2065000,280.0144958496094,,,,1.101052165031433,,
2070000,311.6127014160156,999.0,,,1.101052165031433,,
2075000,290.7301330566406,,,,1.101052165031433,,
2080000,306.5127868652344,999.0,,,1.101052165031433,,
2085000,323.1753845214844,,0.013641327619552612,6.55350923538208,1.0980513095855713,0.0003583487996365875,0.18958720564842224
2090000,315.2716064453125,999.0,,,1.09505033493042,,
2095000,203.8187255859375,,,,1.0950504541397095,,
2100000,349.5898132324219,999.0,,,1.09505033493042,,
2105000,300.5519714355469,,,,1.0950504541397095,,
2110000,318.4356994628906,999.0,,,1.09505033493042,,
2115000,359.63385009765625,,,,1.0950504541397095,,
2120000,305.59222412109375,999.0,,,1.09505033493042,,
2125000,360.1446838378906,,,,1.0950504541397095,,
2130000,345.1928405761719,999.0,0.01951541192829609,6.764865875244141,1.0890709161758423,0.0003574975999072194,0.1893744021654129
2135000,274.386474609375,,,,1.0890709161758423,,
2140000,353.2093200683594,999.0,,,1.0890709161758423,,
2145000,337.4100341796875,,,,1.0890709161758423,,
2150000,330.63958740234375,999.0,,,1.0890709161758423,,
2155000,333.6293640136719,,,,1.0890709161758423,,
2160000,347.906982421875,999.0,,,1.0890709161758423,,
2165000,269.8885192871094,,,,1.0890709161758423,,
2170000,324.88958740234375,999.0,0.01654421165585518,6.7203240394592285,1.085573673248291,0.0003566464001778513,0.18916159868240356
2175000,371.4176330566406,,,,1.0817147493362427,,
2180000,336.26031494140625,999.0,,,1.0817146301269531,,
2185000,388.75421142578125,,,,1.0817147493362427,,
2190000,352.67059326171875,999.0,,,1.0817146301269531,,
2195000,328.8604736328125,,,,1.0817147493362427,,
2200000,363.8738098144531,999.0,,,1.0817146301269531,,
2205000,386.96240234375,,,,1.0817147493362427,,
2210000,366.4617919921875,999.0,,,1.0817146301269531,,
2215000,405.631591796875,,0.017398998141288757,6.265389442443848,1.0750805139541626,0.0003558000025805086,0.18895000219345093
2220000,379.3666687011719,999.0,,,1.075080394744873,,
2225000,393.30413818359375,,,,1.0750805139541626,,
2230000,372.2262268066406,999.0,,,1.075080394744873,,
2235000,225.52841186523438,,,,1.0750805139541626,,
2240000,370.746337890625,999.0,,,1.075080394744873,,
2245000,356.84295654296875,,,,1.0750805139541626,,
2250000,356.43707275390625,999.0,,,1.075080394744873,,
2255000,288.0447082519531,,0.01756024919450283,6.693384647369385,1.0715700387954712,0.0003549488028511405,0.1887371987104416
2260000,344.9281311035156,999.0,,,1.0680595636367798,,
2265000,350.14764404296875,,,,1.0680596828460693,,
2270000,349.2740478515625,999.0,,,1.0680595636367798,,
