run_id,total_steps,reward_slope,reward_r2,length_slope,length_r2,final_reward,mean_reward
2ndPyramidsRun,206,5.159894595216737e-07,0.7045702106281571,-0.00015552933947569726,0.7511710307859399,1.7985889911651611,0.9815662898082576
