Hyperparameter,Coefficient,P_Value,Significant
epsilon,722.6659489224315,1.7028622956161144e-10,True
batch_size,71.56693610053647,0.5478953772351214,False
num_epoch,-44.09579446793795,0.6800895920570724,False
beta,-15.02896460874166,0.8994266077911957,False
