ID,cpu_type,cpu_freqcpu_cores,ram_gb,has_nvidia,nvidia_gpu_name,nvidia_vram_gb,os,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule,ram_mb_used,ram_usage_percent,ram_avg_percent,benchmark_steps,benchmark_mean,benchmark_reached
BasicPP0Epsilon.4.SS.1,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.04,0.95,3,linear,6529.94,73.5,76.54,30000,0.93,True
BasicPP0Epsilon.4.SS.10,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.06,0.95,7,linear,6227.5,75.3,75.48,14000,0.07,False
BasicPP0Epsilon.4.SS.11,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.08,0.95,3,linear,6247.73,78.9,74.95,30000,0.93,True
BasicPP0Epsilon.4.SS.12,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.08,0.95,4,linear,6477.64,77.8,77.64,20000,0.93,True
BasicPP0Epsilon.4.SS.13,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.08,0.95,5,linear,6181.83,77.4,77.71,20000,0.93,True
BasicPP0Epsilon.4.SS.14,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.08,0.95,6,linear,6305.95,77.9,76.81,18000,0.93,True
BasicPP0Epsilon.4.SS.15,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.08,0.95,7,linear,6145.08,77.3,77.71,16000,0.93,True
BasicPP0Epsilon.4.SS.16,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.12,0.95,3,linear,6230.62,77.0,77.31,26000,0.93,True
BasicPP0Epsilon.4.SS.17,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.12,0.95,4,linear,6092.08,78.8,78.74,26000,0.93,True
BasicPP0Epsilon.4.SS.18,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.12,0.95,5,linear,6086.05,77.3,78.14,20000,0.93,True
BasicPP0Epsilon.4.SS.19,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.12,0.95,6,linear,6589.77,77.3,76.98,16000,0.93,True
BasicPP0Epsilon.4.SS.2,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.04,0.95,4,linear,6386.28,77.7,76.87,28000,0.93,True
BasicPP0Epsilon.4.SS.20,Apple M4,unknown,10,16.0,False,,,Darwin,64,256,0.0003,0.005,0.12,0.95,7,linear,6277.48,78.3,77.23,14000,0.93,True
