Timestamp,RAM_Usage_percent,RAM_Avg_percent,RAM_Used_MB
2026-01-15 10:08:21,65.8,65.8,10532.25
2026-01-15 10:08:26,67.0,66.4,10716.93
2026-01-15 10:08:31,66.9,66.57,10709.15
2026-01-15 10:08:36,66.9,66.65,10710.08
2026-01-15 10:08:41,66.9,66.7,10710.28
2026-01-15 10:08:46,66.9,66.73,10711.58
2026-01-15 10:08:51,66.9,66.76,10710.48
2026-01-15 10:08:56,66.8,66.76,10694.61
2026-01-15 10:09:01,66.8,66.77,10694.98
2026-01-15 10:09:06,66.8,66.77,10696.68
2026-01-15 10:09:11,66.2,66.72,10590.52
2026-01-15 10:09:16,66.1,66.67,10583.04
2026-01-15 10:09:21,66.1,66.62,10572.38
2026-01-15 10:09:26,66.1,66.59,10576.83
2026-01-15 10:09:31,66.1,66.55,10579.86
2026-01-15 10:09:36,66.0,66.52,10569.99
2026-01-15 10:09:41,66.0,66.49,10569.45
2026-01-15 10:09:46,66.1,66.47,10582.14
2026-01-15 10:09:51,66.2,66.45,10588.91
2026-01-15 10:09:56,66.0,66.43,10564.94
2026-01-15 10:10:01,66.2,66.42,10596.97
2026-01-15 10:10:06,66.1,66.4,10585.31
2026-01-15 10:10:11,66.2,66.4,10587.4
2026-01-15 10:10:16,66.2,66.39,10586.75
2026-01-15 10:10:21,66.5,66.39,10638.2
2026-01-15 10:10:26,66.3,66.39,10604.51
2026-01-15 10:10:31,65.7,66.36,10521.54
2026-01-15 10:10:36,65.8,66.34,10522.48
