Timestamp,RAM_Usage_percent,RAM_Avg_percent,RAM_Used_MB
2026-01-16 21:06:34,77.0,77.0,5722.12
2026-01-16 21:06:39,75.8,76.4,5583.27
2026-01-16 21:06:44,77.0,76.6,5824.22
2026-01-16 21:06:49,75.7,76.38,5872.14
2026-01-16 21:06:54,75.7,76.24,5881.25
2026-01-16 21:06:59,75.6,76.13,5877.36
2026-01-16 21:07:04,75.4,76.03,5927.58
2026-01-16 21:07:09,75.1,75.91,5883.56
2026-01-16 21:07:14,75.3,75.84,5927.8
2026-01-16 21:07:19,74.5,75.71,6049.81
2026-01-16 21:07:24,74.9,75.64,5973.75
2026-01-16 21:07:29,75.2,75.6,5933.55
2026-01-16 21:07:34,75.7,75.61,5887.53
2026-01-16 21:07:39,76.4,75.66,5765.62
2026-01-16 21:07:44,76.9,75.75,5840.16
2026-01-16 21:07:49,76.5,75.79,5918.3
2026-01-16 21:07:54,76.2,75.82,5907.56
2026-01-16 21:07:59,76.2,75.84,5963.28
2026-01-16 21:08:04,75.6,75.83,5740.0
2026-01-16 21:08:09,75.0,75.78,5665.86
2026-01-16 21:08:14,75.0,75.75,5686.2
2026-01-16 21:08:19,75.2,75.72,5818.77
2026-01-16 21:08:24,75.1,75.7,5797.17
2026-01-16 21:08:29,75.1,75.67,5789.78
2026-01-16 21:08:34,75.1,75.65,5815.42
2026-01-16 21:08:39,74.9,75.62,5789.11
2026-01-16 21:08:44,74.9,75.59,5791.7
2026-01-16 21:08:49,74.9,75.57,5867.08
2026-01-16 21:08:54,74.8,75.54,5859.27
2026-01-16 21:08:59,74.7,75.51,5832.95
2026-01-16 21:09:04,74.8,75.49,5801.11
2026-01-16 21:09:09,74.6,75.46,5774.45
2026-01-16 21:09:14,74.5,75.43,5765.23
2026-01-16 21:09:19,74.2,75.4,5928.98
2026-01-16 21:09:24,74.2,75.36,5950.97
2026-01-16 21:09:29,74.1,75.33,5937.05
2026-01-16 21:09:34,74.7,75.31,5975.89
2026-01-16 21:09:39,74.5,75.29,5872.81
2026-01-16 21:09:44,74.5,75.27,5889.33
2026-01-16 21:09:49,74.3,75.24,5979.23
2026-01-16 21:09:54,74.4,75.22,5935.42
2026-01-16 21:09:59,74.5,75.21,5890.56
2026-01-16 21:10:04,74.8,75.2,5855.11
2026-01-16 21:10:09,74.5,75.18,5810.67
2026-01-16 21:10:14,74.4,75.16,5807.64
2026-01-16 21:10:19,74.4,75.15,5857.78
2026-01-16 21:10:24,74.2,75.13,5844.44
2026-01-16 21:10:29,74.3,75.11,5860.8
2026-01-16 21:10:34,74.3,75.09,5899.08
2026-01-16 21:10:39,74.7,75.09,5844.44
2026-01-16 21:10:44,74.7,75.08,5854.98
2026-01-16 21:10:49,74.4,75.07,5958.19
2026-01-16 21:10:54,74.6,75.06,5895.77
2026-01-16 21:10:59,74.7,75.05,5882.66
2026-01-16 21:11:04,75.4,75.06,5763.95
2026-01-16 21:11:09,75.2,75.06,5743.3
2026-01-16 21:11:14,76.2,75.08,5779.38
2026-01-16 21:11:19,75.3,75.08,5789.22
2026-01-16 21:11:24,75.2,75.08,5785.5
2026-01-16 21:11:29,75.2,75.09,5836.33
2026-01-16 21:11:34,74.9,75.08,5806.45
2026-01-16 21:11:39,74.9,75.08,5827.03
2026-01-16 21:11:44,75.2,75.08,5838.19
2026-01-16 21:11:49,74.9,75.08,5965.78
2026-01-16 21:11:54,74.9,75.08,5894.89
2026-01-16 21:11:59,74.9,75.07,5881.28
2026-01-16 21:12:04,75.6,75.08,5801.75
2026-01-16 21:12:09,75.4,75.09,5767.78
2026-01-16 21:12:14,75.2,75.09,5749.27
2026-01-16 21:12:19,74.7,75.08,5885.28
2026-01-16 21:12:24,74.8,75.08,5902.75
2026-01-16 21:12:29,74.6,75.07,5941.2
2026-01-16 21:12:34,74.8,75.07,5890.02
2026-01-16 21:12:39,74.8,75.06,5900.86
2026-01-16 21:12:44,74.8,75.06,5917.94
2026-01-16 21:12:49,74.9,75.06,5928.42
2026-01-16 21:12:54,74.8,75.06,5911.5
2026-01-16 21:12:59,74.9,75.05,5923.75
2026-01-16 21:13:04,75.1,75.05,5834.08
2026-01-16 21:13:09,75.1,75.05,5882.39
2026-01-16 21:13:14,75.0,75.05,5892.2
