Timestamp,RAM_Usage_percent,RAM_Avg_percent,RAM_Used_MB
2026-01-17 02:20:19,73.4,73.4,6265.09
2026-01-17 02:20:24,73.7,73.55,6421.31
2026-01-17 02:20:29,73.1,73.4,6337.27
2026-01-17 02:20:34,73.0,73.3,6338.56
2026-01-17 02:20:39,73.7,73.38,6420.58
2026-01-17 02:20:44,73.3,73.37,6338.14
2026-01-17 02:20:49,73.0,73.31,6351.33
2026-01-17 02:20:54,73.7,73.36,6428.48
2026-01-17 02:20:59,73.5,73.38,6359.91
2026-01-17 02:21:04,73.5,73.39,6199.16
2026-01-17 02:21:09,73.8,73.43,6283.39
2026-01-17 02:21:14,73.3,73.42,6208.3
2026-01-17 02:21:19,72.9,73.38,6151.98
2026-01-17 02:21:24,73.5,73.39,6489.52
2026-01-17 02:21:29,72.7,73.34,6568.02
2026-01-17 02:21:34,72.2,73.27,6494.09
2026-01-17 02:21:39,73.2,73.26,6535.33
2026-01-17 02:21:44,73.1,73.26,6500.52
2026-01-17 02:21:49,73.1,73.25,6500.3
2026-01-17 02:21:54,73.3,73.25,6528.56
2026-01-17 02:21:59,72.5,73.21,6401.16
2026-01-17 02:22:04,74.1,73.25,6327.89
2026-01-17 02:22:09,73.2,73.25,6302.56
2026-01-17 02:22:14,72.8,73.23,6251.75
2026-01-17 02:22:19,72.7,73.21,6237.52
2026-01-17 02:22:24,73.5,73.22,6421.0
2026-01-17 02:22:29,72.9,73.21,6320.88
2026-01-17 02:22:34,72.7,73.19,6303.08
2026-01-17 02:22:39,73.5,73.2,6443.25
2026-01-17 02:22:44,72.6,73.18,6382.09
2026-01-17 02:22:49,72.3,73.15,6408.72
2026-01-17 02:22:54,73.1,73.15,6515.62
2026-01-17 02:22:59,73.0,73.15,6486.59
2026-01-17 02:23:04,73.1,73.15,6258.55
2026-01-17 02:23:09,73.5,73.16,6389.95
2026-01-17 02:23:14,72.3,73.13,6196.91
2026-01-17 02:23:19,73.3,73.14,6401.59
2026-01-17 02:23:24,73.0,73.13,6402.55
2026-01-17 02:23:29,72.5,73.12,6335.03
2026-01-17 02:23:34,73.1,73.12,6439.28
2026-01-17 02:23:39,73.3,73.12,6477.48
2026-01-17 02:23:44,72.6,73.11,6359.92
2026-01-17 02:23:49,72.5,73.1,6379.67
2026-01-17 02:23:54,73.4,73.1,6443.55
2026-01-17 02:23:59,72.7,73.09,6328.94
2026-01-17 02:24:04,73.1,73.09,6237.62
2026-01-17 02:24:09,73.7,73.11,6380.58
2026-01-17 02:24:14,73.2,73.11,6301.42
2026-01-17 02:24:19,72.8,73.1,6237.92
2026-01-17 02:24:24,73.6,73.11,6412.97
2026-01-17 02:24:29,73.4,73.12,6385.84
2026-01-17 02:24:34,73.0,73.12,6330.38
2026-01-17 02:24:39,73.5,73.12,6449.89
2026-01-17 02:24:44,72.6,73.11,6350.34
2026-01-17 02:24:49,73.4,73.12,6474.14
2026-01-17 02:24:54,73.6,73.13,6477.8
2026-01-17 02:24:59,72.8,73.12,6360.02
2026-01-17 02:25:04,73.6,73.13,6353.0
2026-01-17 02:25:09,73.5,73.14,6363.2
2026-01-17 02:25:14,72.5,73.12,6202.33
2026-01-17 02:25:19,72.5,73.11,6190.11
2026-01-17 02:25:24,73.3,73.12,6359.56
2026-01-17 02:25:29,72.8,73.11,6274.0
2026-01-17 02:25:34,72.7,73.11,6257.89
2026-01-17 02:25:39,73.5,73.11,6426.73
2026-01-17 02:25:44,73.3,73.12,6397.97
2026-01-17 02:25:49,72.9,73.11,6352.27
2026-01-17 02:25:54,73.6,73.12,6427.16
2026-01-17 02:25:59,73.2,73.12,6298.91
2026-01-17 02:26:04,74.1,73.13,6284.38
2026-01-17 02:26:09,74.0,73.15,6341.58
2026-01-17 02:26:14,73.1,73.15,6192.19
2026-01-17 02:26:19,72.9,73.14,6172.91
2026-01-17 02:26:24,73.7,73.15,6438.44
2026-01-17 02:26:29,73.4,73.15,6441.8
2026-01-17 02:26:34,72.7,73.15,6344.17
2026-01-17 02:26:39,73.2,73.15,6481.67
2026-01-17 02:26:44,72.3,73.14,6328.67
2026-01-17 02:26:49,73.2,73.14,6519.73
2026-01-17 02:26:54,73.4,73.14,6491.02
2026-01-17 02:26:59,72.8,73.14,6348.12
2026-01-17 02:27:04,73.1,73.14,6187.97
2026-01-17 02:27:09,73.8,73.14,6351.16
2026-01-17 02:27:14,73.4,73.15,6292.84
2026-01-17 02:27:19,72.8,73.14,6216.92
2026-01-17 02:27:24,73.8,73.15,6393.0
2026-01-17 02:27:29,72.9,73.15,6275.05
2026-01-17 02:27:34,73.8,73.16,6421.44
2026-01-17 02:27:39,73.9,73.16,6423.81
2026-01-17 02:27:44,73.2,73.16,6300.38
2026-01-17 02:27:49,73.1,73.16,6326.67
2026-01-17 02:27:54,74.1,73.17,6401.25
2026-01-17 02:27:59,74.0,73.18,6374.33
2026-01-17 02:28:04,73.7,73.19,6337.8
2026-01-17 02:28:09,73.8,73.19,6390.03
2026-01-17 02:28:14,72.5,73.19,6306.16
2026-01-17 02:28:19,72.5,73.18,6308.22
2026-01-17 02:28:24,73.3,73.18,6466.97
2026-01-17 02:28:29,73.2,73.18,6458.36
2026-01-17 02:28:34,72.7,73.18,6370.25
2026-01-17 02:28:39,73.2,73.18,6476.56
2026-01-17 02:28:44,72.3,73.17,6390.2
2026-01-17 02:28:49,72.1,73.16,6430.45
2026-01-17 02:28:54,73.1,73.16,6513.73
2026-01-17 02:28:59,72.3,73.15,6375.02
2026-01-17 02:29:04,73.0,73.15,6424.05
2026-01-17 02:29:09,73.5,73.15,6476.05
2026-01-17 02:29:14,73.1,73.15,6409.48
2026-01-17 02:29:19,72.6,73.15,6331.55
2026-01-17 02:29:24,73.4,73.15,6481.94
2026-01-17 02:29:29,72.6,73.14,6359.66
2026-01-17 02:29:34,72.6,73.14,6360.92
2026-01-17 02:29:39,73.5,73.14,6489.34
2026-01-17 02:29:44,72.6,73.14,6359.23
2026-01-17 02:29:49,72.5,73.13,6417.0
2026-01-17 02:29:54,73.2,73.13,6511.44
2026-01-17 02:29:59,72.4,73.13,6383.95
2026-01-17 02:30:04,72.6,73.12,6237.05
2026-01-17 02:30:09,73.6,73.13,6421.67
2026-01-17 02:30:14,73.6,73.13,6470.38
2026-01-17 02:30:19,73.3,73.13,6448.52
2026-01-17 02:30:24,73.6,73.13,6439.3
