Timestamp,RAM_Usage_percent,RAM_Avg_percent,RAM_Used_MB
2026-01-15 12:44:19,67.2,67.2,10753.02
2026-01-15 12:44:24,72.3,69.75,11570.02
2026-01-15 12:44:29,72.2,70.57,11559.53
2026-01-15 12:44:34,71.9,70.9,11504.86
2026-01-15 12:44:39,71.9,71.1,11510.88
2026-01-15 12:44:44,72.0,71.25,11515.1
2026-01-15 12:44:49,71.9,71.34,11514.5
2026-01-15 12:44:54,71.9,71.41,11509.1
2026-01-15 12:44:59,71.9,71.47,11510.34
2026-01-15 12:45:04,71.9,71.51,11512.09
2026-01-15 12:45:09,72.2,71.57,11558.53
2026-01-15 12:45:14,72.4,71.64,11588.08
2026-01-15 12:45:19,71.6,71.64,11454.25
