Timestamp,RAM_Usage_percent,RAM_Avg_percent,RAM_Used_MB
2026-01-17 17:01:47,78.9,78.9,6414.8
2026-01-17 17:01:52,76.8,77.85,5497.77
2026-01-17 17:01:57,76.9,77.53,6384.7
2026-01-17 17:02:02,75.9,77.12,6212.08
2026-01-17 17:02:07,76.3,76.96,5985.69
2026-01-17 17:02:12,76.9,76.95,6103.19
2026-01-17 17:02:17,76.7,76.91,6271.84
2026-01-17 17:02:22,78.1,77.06,6268.06
2026-01-17 17:02:27,76.8,77.03,6156.17
2026-01-17 17:02:32,75.1,76.84,5943.5
2026-01-17 17:02:37,74.9,76.66,6020.45
2026-01-17 17:02:42,74.1,76.45,5966.22
2026-01-17 17:02:47,75.0,76.34,6192.73
2026-01-17 17:02:52,74.7,76.22,6219.44
2026-01-17 17:02:57,74.2,76.09,6135.33
2026-01-17 17:03:02,74.2,75.97,6219.17
2026-01-17 17:03:07,73.8,75.84,6470.25
2026-01-17 17:03:12,73.7,75.72,6468.75
2026-01-17 17:03:17,73.5,75.61,6456.64
2026-01-17 17:03:22,73.6,75.51,6475.53
2026-01-17 17:03:27,73.6,75.41,6486.11
2026-01-17 17:03:32,73.5,75.33,6483.59
2026-01-17 17:03:37,73.5,75.25,6505.81
2026-01-17 17:03:42,75.1,75.24,6508.8
2026-01-17 17:03:47,75.3,75.24,6283.98
2026-01-17 17:03:52,75.9,75.27,6192.25
2026-01-17 17:03:57,75.2,75.27,6103.61
2026-01-17 17:04:02,75.3,75.27,6244.58
2026-01-17 17:04:07,75.0,75.26,6246.67
2026-01-17 17:04:12,75.3,75.26,6195.94
2026-01-17 17:04:17,75.5,75.27,6236.14
2026-01-17 17:04:22,75.4,75.27,6234.66
2026-01-17 17:04:27,75.3,75.27,6230.44
2026-01-17 17:04:32,76.1,75.3,6353.53
2026-01-17 17:04:37,75.3,75.3,6259.81
2026-01-17 17:04:42,75.2,75.29,6261.2
2026-01-17 17:04:47,75.0,75.29,6325.92
2026-01-17 17:04:52,75.1,75.28,6307.03
2026-01-17 17:04:57,76.1,75.3,6144.23
2026-01-17 17:05:02,79.9,75.42,6406.03
2026-01-17 17:05:07,76.1,75.43,6254.27
2026-01-17 17:05:12,76.0,75.45,6254.0
2026-01-17 17:05:17,77.2,75.49,6232.84
2026-01-17 17:05:22,77.4,75.53,6108.53
2026-01-17 17:05:27,76.6,75.56,5825.2
2026-01-17 17:05:32,79.1,75.63,5918.8
2026-01-17 17:05:37,78.3,75.69,5837.28
2026-01-17 17:05:42,78.6,75.75,5948.83
2026-01-17 17:05:47,78.4,75.8,5982.92
2026-01-17 17:05:52,77.6,75.84,5959.66
2026-01-17 17:05:57,78.1,75.88,5849.28
2026-01-17 17:06:02,78.6,75.94,5892.5
2026-01-17 17:06:07,77.5,75.97,5916.89
2026-01-17 17:06:12,77.1,75.99,5881.53
2026-01-17 17:06:17,79.1,76.04,5983.91
2026-01-17 17:06:22,78.5,76.09,5942.2
2026-01-17 17:06:27,78.1,76.12,5949.12
2026-01-17 17:06:32,77.5,76.15,5846.66
2026-01-17 17:06:37,77.7,76.17,5781.75
2026-01-17 17:06:42,79.1,76.22,5773.08
2026-01-17 17:06:47,78.8,76.26,5732.58
2026-01-17 17:06:52,78.2,76.3,5797.75
2026-01-17 17:06:57,78.2,76.33,5848.45
2026-01-17 17:07:02,78.1,76.35,5723.47
2026-01-17 17:07:07,78.0,76.38,5864.91
2026-01-17 17:07:12,78.0,76.4,5729.44
2026-01-17 17:07:17,78.0,76.43,5789.52
2026-01-17 17:07:22,79.1,76.47,5879.7
2026-01-17 17:07:27,78.0,76.49,5426.67
2026-01-17 17:07:32,77.7,76.51,5531.17
2026-01-17 17:07:37,76.6,76.51,5710.94
2026-01-17 17:07:42,75.9,76.5,5749.3
2026-01-17 17:07:47,77.0,76.51,5917.22
2026-01-17 17:07:52,77.6,76.52,5964.66
2026-01-17 17:07:57,77.8,76.54,5979.31
2026-01-17 17:08:02,76.4,76.54,5892.19
2026-01-17 17:08:07,74.6,76.51,5837.42
2026-01-17 17:08:12,75.7,76.5,6066.39
2026-01-17 17:08:17,76.0,76.49,5905.75
2026-01-17 17:08:22,77.2,76.5,6085.45
2026-01-17 17:08:27,76.3,76.5,5758.17
2026-01-17 17:08:32,75.9,76.49,5911.16
2026-01-17 17:08:37,77.2,76.5,6105.75
2026-01-17 17:08:42,76.4,76.5,5942.95
2026-01-17 17:08:47,76.5,76.5,5942.92
2026-01-17 17:08:52,77.0,76.51,5870.67
2026-01-17 17:08:57,76.1,76.5,5754.44
2026-01-17 17:09:02,76.7,76.5,5841.86
2026-01-17 17:09:07,74.7,76.48,6173.86
2026-01-17 17:09:12,75.2,76.47,6254.53
2026-01-17 17:09:17,76.2,76.47,6282.92
2026-01-17 17:09:22,76.4,76.47,6237.83
2026-01-17 17:09:27,76.5,76.47,6239.53
2026-01-17 17:09:32,75.8,76.46,6108.44
2026-01-17 17:09:37,75.7,76.45,5993.12
2026-01-17 17:09:42,75.9,76.44,6018.91
2026-01-17 17:09:47,75.5,76.44,5930.03
2026-01-17 17:09:52,76.1,76.43,6058.06
2026-01-17 17:09:57,76.0,76.43,6023.8
2026-01-17 17:10:02,76.8,76.43,5974.42
2026-01-17 17:10:07,76.0,76.43,5857.58
2026-01-17 17:10:12,76.5,76.43,5948.2
2026-01-17 17:10:17,76.4,76.43,5891.11
2026-01-17 17:10:22,75.7,76.42,5895.88
2026-01-17 17:10:27,75.7,76.41,5935.11
2026-01-17 17:10:32,75.5,76.4,5957.27
2026-01-17 17:10:37,76.5,76.41,6085.59
2026-01-17 17:10:42,76.2,76.4,5906.77
2026-01-17 17:10:47,77.8,76.42,6022.41
2026-01-17 17:10:52,75.8,76.41,5784.47
2026-01-17 17:10:57,76.0,76.41,5828.34
2026-01-17 17:11:02,77.1,76.41,5971.41
2026-01-17 17:11:07,76.1,76.41,6205.23
2026-01-17 17:11:12,75.9,76.41,6219.69
2026-01-17 17:11:17,76.8,76.41,6319.5
2026-01-17 17:11:22,75.4,76.4,6133.78
2026-01-17 17:11:27,75.0,76.39,6026.11
2026-01-17 17:11:32,74.8,76.38,6118.47
2026-01-17 17:11:37,74.8,76.36,6097.8
2026-01-17 17:11:42,75.0,76.35,5911.56
2026-01-17 17:11:47,76.4,76.35,6161.06
2026-01-17 17:11:52,76.5,76.35,5965.97
2026-01-17 17:11:57,75.5,76.35,5809.81
2026-01-17 17:12:02,76.3,76.35,5781.08
2026-01-17 17:12:07,76.8,76.35,6078.92
2026-01-17 17:12:12,76.3,76.35,5947.2
2026-01-17 17:12:17,75.9,76.34,5896.58
2026-01-17 17:12:22,76.7,76.35,6089.56
2026-01-17 17:12:27,76.5,76.35,6109.5
2026-01-17 17:12:32,75.7,76.34,6092.08
2026-01-17 17:12:37,74.2,76.33,6069.05
2026-01-17 17:12:42,73.7,76.31,5997.12
2026-01-17 17:12:47,74.6,76.29,6159.05
2026-01-17 17:12:52,74.5,76.28,6308.98
2026-01-17 17:12:57,74.5,76.27,6318.55
2026-01-17 17:13:02,75.3,76.26,6345.23
2026-01-17 17:13:07,75.0,76.25,6548.05
2026-01-17 17:13:12,73.8,76.23,6359.75
2026-01-17 17:13:17,73.7,76.22,6359.12
2026-01-17 17:13:22,72.9,76.19,6315.34
2026-01-17 17:13:27,72.8,76.17,6292.47
2026-01-17 17:13:32,72.9,76.15,6330.69
2026-01-17 17:13:37,73.0,76.12,6291.19
2026-01-17 17:13:42,72.9,76.1,6281.89
2026-01-17 17:13:47,72.9,76.08,6304.73
2026-01-17 17:13:52,72.8,76.06,6360.31
2026-01-17 17:13:57,72.6,76.03,6339.5
2026-01-17 17:14:02,72.9,76.01,6295.39
2026-01-17 17:14:07,72.9,75.99,6321.77
2026-01-17 17:14:12,72.6,75.97,6280.52
2026-01-17 17:14:17,72.7,75.95,6289.98
2026-01-17 17:14:22,72.8,75.93,6307.52
2026-01-17 17:14:27,74.2,75.91,6306.67
2026-01-17 17:14:32,74.6,75.91,6111.41
2026-01-17 17:14:37,74.6,75.9,6141.52
2026-01-17 17:14:42,74.6,75.89,6147.0
2026-01-17 17:14:47,74.7,75.88,6191.27
2026-01-17 17:14:52,74.9,75.88,6235.97
2026-01-17 17:14:57,75.4,75.87,6338.73
2026-01-17 17:15:02,76.2,75.87,6201.22
2026-01-17 17:15:07,73.8,75.86,6319.23
