Timestamp,RAM_Usage_percent,RAM_Avg_percent,RAM_Used_MB
2026-01-18 00:39:27,79.0,79.0,6308.7
2026-01-18 00:39:32,77.3,78.15,6221.72
2026-01-18 00:39:37,77.1,77.8,6243.86
2026-01-18 00:39:42,77.9,77.83,6399.11
2026-01-18 00:39:47,77.7,77.8,6372.66
2026-01-18 00:39:52,77.8,77.8,6396.06
2026-01-18 00:39:57,77.3,77.73,6298.97
2026-01-18 00:40:02,76.7,77.6,6297.08
2026-01-18 00:40:07,76.6,77.49,6299.88
2026-01-18 00:40:12,76.6,77.4,6349.22
2026-01-18 00:40:17,76.5,77.32,6354.56
2026-01-18 00:40:22,76.4,77.24,6384.5
2026-01-18 00:40:27,76.7,77.2,6401.88
2026-01-18 00:40:32,76.2,77.13,6429.94
2026-01-18 00:40:37,76.3,77.07,6380.23
2026-01-18 00:40:42,76.7,77.05,6367.64
2026-01-18 00:40:47,76.4,77.01,6339.19
2026-01-18 00:40:52,77.2,77.02,6476.97
2026-01-18 00:40:57,77.5,77.05,6517.06
2026-01-18 00:41:02,77.5,77.07,6412.53
2026-01-18 00:41:07,77.4,77.09,6436.41
2026-01-18 00:41:12,76.3,77.05,6398.88
2026-01-18 00:41:17,76.0,77.0,6361.05
2026-01-18 00:41:22,76.0,76.96,6366.59
2026-01-18 00:41:27,76.5,76.94,6455.62
2026-01-18 00:41:32,75.8,76.9,6466.41
2026-01-18 00:41:37,76.1,76.87,6413.34
2026-01-18 00:41:42,77.9,76.91,6447.23
2026-01-18 00:41:47,76.7,76.9,6290.58
2026-01-18 00:41:52,76.7,76.89,6297.55
2026-01-18 00:41:57,76.7,76.89,6425.0
2026-01-18 00:42:02,78.2,76.93,6529.45
2026-01-18 00:42:07,76.7,76.92,6303.47
2026-01-18 00:42:12,77.3,76.93,6463.75
2026-01-18 00:42:17,77.3,76.94,6470.52
2026-01-18 00:42:22,77.3,76.95,6476.64
2026-01-18 00:42:27,76.7,76.95,6395.19
2026-01-18 00:42:32,76.3,76.93,6368.56
2026-01-18 00:42:37,76.5,76.92,6342.98
2026-01-18 00:42:42,76.8,76.92,6415.0
2026-01-18 00:42:47,76.4,76.9,6345.66
2026-01-18 00:42:52,76.3,76.89,6378.0
2026-01-18 00:42:57,76.7,76.88,6459.02
2026-01-18 00:43:02,76.9,76.88,6287.75
2026-01-18 00:43:07,76.7,76.88,6291.5
2026-01-18 00:43:12,77.7,76.9,6473.61
2026-01-18 00:43:17,76.7,76.89,6304.53
2026-01-18 00:43:22,77.5,76.91,6432.0
2026-01-18 00:43:27,76.9,76.91,6362.41
2026-01-18 00:43:32,77.4,76.92,6474.84
2026-01-18 00:43:37,76.6,76.91,6331.98
2026-01-18 00:43:42,77.4,76.92,6451.59
2026-01-18 00:43:47,77.4,76.93,6443.45
2026-01-18 00:43:52,77.2,76.93,6460.16
2026-01-18 00:43:57,77.6,76.95,6508.62
2026-01-18 00:44:02,76.5,76.94,6302.53
2026-01-18 00:44:07,76.4,76.93,6283.69
2026-01-18 00:44:12,76.9,76.93,6379.91
2026-01-18 00:44:17,76.3,76.92,6289.75
2026-01-18 00:44:22,76.4,76.91,6295.42
2026-01-18 00:44:27,77.1,76.91,6424.19
2026-01-18 00:44:32,76.7,76.91,6382.98
2026-01-18 00:44:37,76.6,76.9,6304.17
2026-01-18 00:44:42,77.1,76.91,6565.89
2026-01-18 00:44:47,76.2,76.9,6411.05
2026-01-18 00:44:52,76.1,76.88,6400.59
2026-01-18 00:44:57,77.2,76.89,6553.22
2026-01-18 00:45:02,76.8,76.89,6350.31
2026-01-18 00:45:07,77.2,76.89,6472.48
2026-01-18 00:45:12,77.2,76.9,6500.44
2026-01-18 00:45:17,77.2,76.9,6513.98
2026-01-18 00:45:22,77.1,76.9,6490.39
2026-01-18 00:45:27,76.6,76.9,6411.75
2026-01-18 00:45:32,76.1,76.89,6390.41
2026-01-18 00:45:37,76.3,76.88,6345.55
2026-01-18 00:45:42,76.4,76.87,6381.48
2026-01-18 00:45:47,76.2,76.86,6351.25
2026-01-18 00:45:52,76.2,76.86,6348.2
2026-01-18 00:45:57,77.3,76.86,6528.83
2026-01-18 00:46:02,76.6,76.86,6360.06
2026-01-18 00:46:07,76.7,76.86,6310.27
2026-01-18 00:46:12,77.5,76.86,6504.47
2026-01-18 00:46:17,76.6,76.86,6305.11
2026-01-18 00:46:22,76.6,76.86,6334.58
2026-01-18 00:46:27,76.9,76.86,6473.2
2026-01-18 00:46:32,76.5,76.85,6398.06
2026-01-18 00:46:37,77.4,76.86,6467.8
2026-01-18 00:46:42,77.4,76.87,6485.36
2026-01-18 00:46:47,77.3,76.87,6455.56
2026-01-18 00:46:52,77.2,76.88,6461.2
2026-01-18 00:46:57,77.0,76.88,6475.52
2026-01-18 00:47:02,76.7,76.88,6287.75
2026-01-18 00:47:07,76.6,76.87,6258.16
2026-01-18 00:47:12,77.0,76.87,6338.8
2026-01-18 00:47:17,76.6,76.87,6299.25
2026-01-18 00:47:22,77.5,76.88,6378.5
2026-01-18 00:47:27,78.6,76.89,6551.06
2026-01-18 00:47:32,76.8,76.89,6341.02
2026-01-18 00:47:37,76.9,76.89,6265.77
2026-01-18 00:47:42,78.1,76.91,6438.61
2026-01-18 00:47:47,77.0,76.91,6265.94
2026-01-18 00:47:52,76.9,76.91,6266.08
2026-01-18 00:47:57,77.2,76.91,6324.67
2026-01-18 00:48:02,77.4,76.91,6257.56
2026-01-18 00:48:07,77.8,76.92,6379.47
2026-01-18 00:48:12,76.7,76.92,6574.52
2026-01-18 00:48:17,76.1,76.91,6438.61
2026-01-18 00:48:22,76.6,76.91,6530.69
2026-01-18 00:48:27,77.1,76.91,6601.34
2026-01-18 00:48:32,76.1,76.9,6456.19
2026-01-18 00:48:37,76.3,76.9,6413.27
2026-01-18 00:48:42,77.3,76.9,6562.83
2026-01-18 00:48:47,76.2,76.9,6376.06
2026-01-18 00:48:52,76.1,76.89,6376.0
2026-01-18 00:48:57,77.2,76.89,6548.88
2026-01-18 00:49:02,76.7,76.89,6303.58
2026-01-18 00:49:07,76.6,76.89,6305.64
2026-01-18 00:49:12,77.1,76.89,6417.97
2026-01-18 00:49:17,76.5,76.89,6335.95
2026-01-18 00:49:22,76.5,76.88,6362.31
2026-01-18 00:49:27,76.5,76.88,6391.47
2026-01-18 00:49:32,76.6,76.88,6339.36
2026-01-18 00:49:37,76.8,76.88,6331.91
2026-01-18 00:49:42,76.8,76.88,6533.41
2026-01-18 00:49:47,76.9,76.88,6526.66
2026-01-18 00:49:52,77.0,76.88,6506.8
2026-01-18 00:49:57,77.3,76.88,6557.69
2026-01-18 00:50:02,76.7,76.88,6298.45
2026-01-18 00:50:07,76.6,76.88,6290.62
2026-01-18 00:50:12,77.5,76.88,6488.52
2026-01-18 00:50:17,76.4,76.88,6300.72
2026-01-18 00:50:22,76.4,76.88,6350.7
2026-01-18 00:50:27,77.5,76.88,6527.56
2026-01-18 00:50:32,76.3,76.88,6420.22
2026-01-18 00:50:37,76.5,76.87,6347.81
2026-01-18 00:50:42,77.4,76.88,6511.98
2026-01-18 00:50:47,76.4,76.87,6321.2
2026-01-18 00:50:52,76.4,76.87,6327.0
2026-01-18 00:50:57,76.6,76.87,6421.7
2026-01-18 00:51:02,76.6,76.87,6292.88
2026-01-18 00:51:07,77.4,76.87,6272.39
2026-01-18 00:51:12,77.4,76.87,6315.08
2026-01-18 00:51:17,77.8,76.88,6398.94
2026-01-18 00:51:22,77.6,76.88,6378.58
2026-01-18 00:51:27,77.4,76.89,6539.28
2026-01-18 00:51:32,77.2,76.89,6504.06
2026-01-18 00:51:37,76.4,76.89,6356.05
2026-01-18 00:51:42,77.5,76.89,6520.41
2026-01-18 00:51:47,76.4,76.89,6329.88
2026-01-18 00:51:52,76.4,76.88,6341.48
2026-01-18 00:51:57,77.5,76.89,6512.47
2026-01-18 00:52:02,76.7,76.89,6303.84
2026-01-18 00:52:07,76.6,76.89,6295.25
2026-01-18 00:52:12,77.1,76.89,6421.95
2026-01-18 00:52:17,76.5,76.88,6313.98
2026-01-18 00:52:22,76.5,76.88,6324.22
2026-01-18 00:52:27,76.9,76.88,6387.91
2026-01-18 00:52:32,76.7,76.88,6325.67
